_id,GID,COD_CIRCUITO,MUNICIPIO,VERTICES
66,156,D_DU_RM_CL_10       ,D ,"POLYGON ((577198.0189520741 6146410.300501589, 577367.1266742606 6146417.340278512, 577662.5895284273 6146427.374866012, 577930.1785284273 6146432.949636845, 578213.3768867607 6146440.754316011, 578375.0452409275 6146417.340278512, 578644.8641492608 6146456.363674345, 578905.764907534 6147852.37244553, 578692.615211335 6147815.38198149, 578479.227947137 6147593.78735729, 578290.9637274329 6147514.339627895, 577852.9253815996 6147423.2867133105, 576939.935346183 6147300.242234143, 577043.1176653904 6146914.0193453645, 576634.419751103 6146627.271615182, 576662.4353339372 6146319.100204009, 577198.0189520741 6146410.300501589))"
67,157,D_DU_RM_CL_11       ,D ,"POLYGON ((576638.7641340228 6144948.021652888, 576904.5725631416 6144979.899047523, 576987.4537891952 6144990.688319554, 577078.6721799998 6145001.96801304, 577134.5802259768 6145007.8530705115, 577174.7947853638 6145012.757285071, 577218.0495391503 6145017.585688749, 577220.546919297 6145017.578586481, 577556.43683961 6145058.52092252, 577342.8208075408 6145329.588264837, 577327.7513595957 6145407.786481203, 577344.1480107466 6145406.468577778, 577319.4179746852 6145623.398718666, 577301.2780050975 6145619.573317192, 577283.3575805142 6145883.899579802, 577276.6832105801 6146001.23859264, 577042.552679131 6145970.09289137, 576712.7840016258 6145931.1665780395, 576644.4288640323 6145924.578131043, 576526.8489318828 6145899.981078245, 576440.2262666749 6145889.888546726, 576473.960490877 6145707.913788003, 576482.0376994888 6145611.46241458, 576565.0792402574 6145583.192848792, 576583.781426779 6145479.62949093, 576323.789700086 6145409.412747225, 576332.3295743205 6145229.126513388, 576076.1333472872 6145191.171516791, 576051.7296512641 6144878.3818061445, 576222.8867393867 6144897.01782147, 576314.5955516472 6144908.297514957, 576498.0131761683 6144932.818587754, 576638.7641340228 6144948.021652888))"
68,158,D_DU_RM_CL_12       ,D ,"POLYGON ((576031.5091539138 6144532.364668373, 576040.0977249962 6144823.149146444, 576047.261557736 6144868.489755445, 576083.236136905 6145290.84028314, 576071.086120894 6145606.84745144, 576060.453416884 6145720.90569154, 576049.714472874 6145842.01417166, 576037.3761578663 6145942.819522954, 575959.4246398713 6145926.240282186, 575904.0921710727 6145898.740450867, 575819.2282530299 6145886.682795443, 575733.3372662263 6145870.073569031, 575696.5688743067 6145838.290721779, 575688.4673642229 6145793.420819776, 575601.2203325495 6145774.101834192, 575548.2489204621 6145780.956958109, 575509.9893594646 6145776.9737251, 575447.4604417661 6145862.950986935, 575377.1154093553 6146044.284848258, 575177.8044841912 6146019.273281179, 574930.0336478109 6146013.80200088, 574861.2518383425 6146012.238777938, 574663.1187340907 6145786.179016256, 574779.2258821301 6145681.4861048665, 574909.9908489726 6145677.373998991, 575160.0068862061 6145668.327366065, 575136.2702114277 6145463.153117847, 574935.351671128 6145474.112310954, 574924.3924780206 6145240.316191332, 574917.0863492825 6145068.6221659845, 574997.4537654024 6144864.050561314, 575015.7190872479 6144728.887179659, 575853.7286991911 6144838.819882589, 575889.537832725 6144576.50223448, 576031.5091539138 6144532.364668373))"
69,159,D_DU_RM_CL_13       ,D ,"POLYGON ((577276.6832105801 6146001.23859264, 577198.0189520741 6146410.300501589, 577198.0189520741 6146410.300501589, 577198.0189520741 6146410.300501589, 576404.6606083155 6146274.975454391, 576349.4220772887 6146576.340098346, 576617.91902338 6146624.247638777, 576476.6902006199 6146746.722599188, 576317.9570912608 6146725.274365544, 576266.2146697927 6146722.477477897, 576185.8041499435 6146704.297708192, 576092.8076356831 6146694.508601428, 576020.088556863 6146675.629609811, 576022.1862225981 6146688.215604223, 575934.0842617198 6146708.493039663, 575840.3885255478 6146711.28992731, 575780.9546630506 6146684.719494664, 575586.0745559201 6146850.588536677, 575513.82439624 6146766.879307722, 575414.1265519146 6146817.519562552, 575340.9565444886 6146729.62052766, 575335.7301153867 6146644.097142358, 575410.8006424861 6146641.246362848, 574861.2518383425 6146012.238777938, 574930.0336478109 6146013.80200088, 575057.4363176216 6146016.928446766, 575177.8044841912 6146019.273281179, 575377.1154093553 6146044.284848258, 575400.5637534922 6145981.755930561, 575424.7937091003 6145923.135070219, 575447.4604417661 6145862.950986935, 575509.9893594646 6145776.9737251, 575548.2489204622 6145780.956958108, 575601.2203325497 6145774.101834191, 575688.467364223 6145793.420819775, 575696.5688743069 6145838.290721778, 575733.3372662264 6145870.0735690305, 575819.2282530299 6145886.682795443, 575904.0921710728 6145898.7404508665, 575959.4246398713 6145926.240282186, 576037.3761578663 6145942.819522954, 576049.7144728741 6145842.014171659, 576526.8489318828 6145899.981078245, 576639.8338548217 6145923.997907453, 576709.0125482898 6145930.998132387, 577038.781225795 6145969.51266778, 577276.6832105801 6146001.23859264))"
70,53,G_DU_RM_CL_03       ,G ,"POLYGON ((571188.129936154 6145148.218452211, 571177.0333773562 6145031.04779927, 571525.878794237 6144769.37404704, 571871.734730559 6144520.9483508, 571872.31809056 6144520.5294068, 572018.041834695 6144413.6456627, 572115.413322786 6144342.22665464, 572126.502218796 6144334.09331063, 572336.491850992 6144180.07254249, 572342.013322997 6144176.02262248, 572424.495051074 6144115.52499043, 572486.444043132 6144070.08726238, 572574.339531214 6144005.61881433, 572825.568843447 6143821.34998215, 572830.933003452 6143817.41545415, 572877.030539495 6143884.28035021, 572935.51783555 6143969.11683029, 573020.879947629 6144092.93577441, 573024.836459633 6144098.67478241, 573033.998091642 6144285.31593459, 573040.132235647 6144410.2816307, 573046.684971653 6144543.77439883, 572999.80541961 6144578.02297486, 572909.618859526 6144643.91020692, 572858.591275478 6144681.18915095, 572751.436043378 6144759.47315103, 572603.24743524 6144867.73465513, 572559.3460912 6144899.80745516, 572445.873355094 6144982.70665524, 572407.244747058 6145010.92732726, 572388.751147041 6145024.43827127, 572184.41988285 6145173.71558341, 572048.257546723 6145273.19107151, 571921.528042606 6145365.77532759, 571860.426826549 6145410.41372763, 571793.719626486 6145459.14774368, 571719.120650417 6145513.64726373, 571652.482250355 6145562.33103977, 571543.285322253 6145642.10652785, 571513.672330226 6145663.74076787, 571455.835722172 6145705.99414391, 571326.620938051 6145800.394144, 571326.446346051 6145800.521632, 571293.5023859001 6145652.594139828, 571266.3389078374 6145530.622659576, 571240.4270479647 6145414.271288905, 571204.1558250315 6145251.403531634, 571188.129936154 6145148.218452211))"
71,54,G_DU_RM_CL_06       ,G ,"POLYGON ((570934.213641686 6149028.229219, 570897.8754743191 6148997.991411863, 570823.3931237877 6148894.862003435, 570618.7712816685 6149030.730906602, 570541.8334690317 6148759.811587637, 570720.2637153595 6148715.61326974, 570892.9645501082 6148583.836803416, 571001.8233701157 6148560.919157098, 571016.202032238 6148544.42299329, 571021.10650737 6148529.7095679, 571030.915457632 6148506.82201729, 571039.089582851 6148485.02435004, 571090.859042571 6148348.24398805, 571119.934153718 6148273.00574203, 571180.281436769 6148116.84387199, 571186.223836791 6148083.40233096, 571200.085715187 6147990.21970396, 571209.792638952 6147924.96760532, 571215.650687579 6147885.58850067, 571230.133125582 6147783.57504081, 571269.639616021 6147507.00699039, 571270.7284140764 6147492.8749210285, 571333.963556482 6147447.82972515, 571429.559332571 6147378.10505309, 571705.1641426197 6147170.177161249, 571830.1434640099 6147068.916351536, 571898.0740545107 6147018.34580083, 571976.5279562749 6146959.941229518, 572198.180538886 6147354.81530313, 572285.0116163755 6147646.343556689, 572331.3567035296 6147849.809792975, 572324.062067257 6147944.98714392, 572318.612650444 6148014.19473744, 572314.253116994 6148051.25077177, 572309.893583544 6148082.85738928, 572303.2446223506 6148101.129145405, 572166.2070322433 6148198.8048745245, 571809.0345899424 6148453.928047594, 571734.6844080758 6148503.980784406, 571672.4659135707 6148544.618065063, 571551.481672365 6148634.701038798, 571453.805943246 6148707.593373961, 571387.2309437967 6148755.702315168, 571309.9650685234 6148792.14848275, 570934.213641686 6149028.229219))"
72,782,D_DU_RM_CL_15       ,D ,"POLYGON ((579497.8473133049 6151391.804474886, 579469.2694905382 6151377.515563502, 579497.8473133049 6151234.626449671, 579274.9402957249 6151186.044150968, 579003.8125968312 6150873.352460437, 578847.9699836163 6150684.25075294, 578803.4062200751 6150668.785558897, 578627.7021300739 6150464.841029356, 578498.331662931 6150305.438132341, 578345.8593266556 6150136.794487673, 578306.58614913 6150088.280562495, 578274.2435323443 6150030.525889663, 578307.6383963572 6150033.467403347, 578412.1607818815 6150045.300126236, 579013.6996624253 6150126.939624461, 579005.4759284873 6149959.078702315, 579311.2053313602 6150032.608558702, 579566.1410834393 6150092.109692489, 579635.0208625848 6150180.104789592, 579872.2167915481 6150574.478743768, 579595.0119107115 6150514.4653159585, 579494.9895310282 6150805.959108176, 579257.793602065 6150763.092374026, 579180.633480595 6151008.861649816, 579572.1496524982 6151088.879553562, 579497.8473133049 6151391.804474886))"
73,841,C_DU_RM_CL_16       ,C ,"POLYGON ((573472.5399547823 6143098.77046506, 573368.493675953 6143057.67324544, 573386.9346852837 6142895.881994032, 573460.1046927075 6142495.822602793, 573497.662003203 6142466.85397219, 573671.578444235 6142417.71570885, 573746.3859758681 6142527.089992314, 573732.829265833 6142618.406121723, 573751.8344625665 6142724.835223431, 573763.6913349828 6142758.411744253, 573723.3266674663 6142806.557569385, 573596.9421091886 6142999.46031623, 573531.3741804581 6143086.884221204, 573501.9161255213 6143117.2925359765, 573472.5399547823 6143098.77046506))"
74,945,G_DU_RM_CL_16       ,G ,"POLYGON ((572472.6527009506 6147754.8588827085, 572331.3567035296 6147849.809792975, 572285.0116163755 6147646.343556689, 572198.180538886 6147354.81530313, 571976.5279562749 6146959.941229518, 573120.4105811821 6146139.94022944, 573248.4667167966 6146047.582209882, 573451.8580608306 6146100.776869091, 573695.9276736715 6146366.750165136, 573925.969195631 6146235.264454665, 573971.2882625175 6146435.590312347, 573774.8778815996 6146528.894744197, 573708.1449024004 6146458.326810376, 573484.3320424855 6146625.6212713225, 573541.9808094333 6146716.050709671, 573416.5099637234 6146822.305299732, 573584.9347926492 6147020.119696121, 573118.09281717 6147312.885002776, 573183.6541599733 6147398.792969208, 573031.0544827586 6147508.438663207, 572958.710932079 6147410.096649002, 572775.9729791175 6147549.549058133, 572472.6527009506 6147754.8588827085))"
75,61,G_DU_RM_CL_01       ,G ,"POLYGON ((571083.471625825 6143799.72015813, 571196.62784993 6143722.90543806, 571267.442249996 6143674.83427002, 571361.240266084 6143611.16073396, 571537.634771095 6143493.65703899, 571581.873104428 6143464.23537232, 571629.074771094 6143432.48537232, 571776.183104428 6143333.21370566, 571890.483104428 6143259.13037232, 571977.689771094 6143200.49870566, 572105.352464902 6143115.45101621, 572353.609771094 6142952.42537232, 572584.538104428 6142788.59537232, 572590.888104428 6142783.51537232, 572739.478104428 6142678.10537232, 572785.60471541 6142644.25212506, 572798.008171422 6142635.83225305, 572883.598507502 6142577.73052499, 572897.089803514 6142568.57212499, 572905.270219522 6142656.20674907, 572905.350667522 6142657.06969307, 572957.27617157 6142724.32783713, 573021.94330763 6142757.07695716, 573048.145771655 6142770.34652517, 573087.497419691 6142789.98793319, 573102.727723706 6142797.5897252, 573134.789835735 6142887.65721328, 573152.292939752 6142936.82594933, 573209.145323805 6143049.42703743, 573208.495051804 6143049.89993344, 573128.111627729 6143108.35289349, 573119.183755721 6143114.8449895, 573115.7089958002 6143125.874865203, 573106.4645972096 6143143.043034012, 572996.5222853997 6143275.436028095, 572996.5222853997 6143275.105871002, 572846.991371467 6143381.15042974, 572766.556107393 6143438.8494058, 572662.0527418453 6143503.279406283, 572632.458187887 6143521.97070352, 572582.6147285887 6143553.122865581, 572490.7158505075 6143615.427189704, 572391.028931911 6143690.192378651, 572356.7615536435 6143713.556500197, 572205.6735676456 6143821.031459309, 572112.2170814613 6143883.335783432, 571964.2443116697 6143987.695526338, 571834.9628391148 6144082.709620626, 571640.485002344 6144246.61785455, 571622.103754327 6144259.80339056, 571559.778826269 6144304.5111666, 571381.657162103 6144432.28377472, 571158.7821161301 6144592.736846878, 571159.7323759669 6144590.361197286, 571151.909129889 6144429.75043072, 571151.707529888 6144427.90236672, 571151.239113888 6144423.60585471, 571149.7546476815 6144319.537143836, 571148.8043878449 6144245.416876575, 571144.3968306151 6144084.709616657, 571111.5338757391 6143929.553370685, 571083.224073825 6143799.88796613, 571083.471625825 6143799.72015813))"
76,62,G_DU_RM_CL_02       ,G ,"POLYGON ((571560.068426269 6144300.5424306, 571558.809194268 6144301.4396146, 571560.068554269 6144300.5394226, 571620.574954325 6144257.29599856, 571680.7596369109 6144199.530228356, 571961.1290954635 6143990.810742544, 572186.9822704088 6143835.049932237, 572225.9224729856 6143808.570594485, 572356.7615536435 6143718.229324507, 572391.028931911 6143690.192378651, 572493.8310667137 6143616.984797807, 572577.9419042795 6143557.79568989, 572663.6103499484 6143503.279406283, 572758.6244442357 6143430.071825439, 572855.239627475 6143374.88658974, 572986.807115598 6143280.85599765, 572997.1825995848 6143274.77571391, 573080.0520298078 6143174.077800705, 573106.7947543021 6143143.703348197, 573121.079915723 6143112.41737349, 573208.489451804 6143049.89615743, 573209.145323805 6143049.42703743, 573307.477835896 6143054.81346944, 573313.690955902 6143055.10470144, 573368.493675953 6143057.67324544, 573368.722251953 6143057.68393344, 573472.5399547823 6143098.77046506, 573549.0358716351 6143145.808326975, 573649.088748214 6143282.10860565, 573654.319500219 6143292.38204566, 573656.147852221 6143303.12268567, 573676.16782024 6143420.72367778, 573679.607564243 6143428.41145379, 573719.52993228 6143517.63804587, 573722.595404283 6143524.48918188, 573748.350220307 6143559.93506991, 573763.973676321 6143581.43753393, 573841.592652394 6143688.26358203, 573848.2726524 6143697.45737404, 573852.802060404 6143703.69116604, 573859.729900411 6143713.22579005, 573861.494732412 6143715.65491006, 573882.469836432 6143744.52246208, 573899.729548448 6143768.2767981, 573953.8862314675 6143844.473078169, 573891.919628441 6143923.16745425, 573723.255594831 6144046.984181629, 573597.896460167 6144139.05158245, 573449.393612028 6144248.08867055, 573394.440971977 6144288.43718259, 573375.043563959 6144302.6796466, 573047.100811654 6144543.46899083, 573046.684971653 6144543.77439883, 573040.132235647 6144410.2816307, 573033.998091642 6144285.31593459, 573024.836459633 6144098.67478241, 573020.879947629 6144092.93577441, 572935.51783555 6143969.11683029, 572877.030539495 6143884.28035021, 572830.933003452 6143817.41545415, 572825.568843447 6143821.34998215, 572574.339531214 6144005.61881433, 572486.444043132 6144070.08726238, 572424.495051074 6144115.52499043, 572342.013322997 6144176.02262248, 572336.491850992 6144180.07254249, 572126.502218796 6144334.09331063, 572115.413322786 6144342.22665464, 572018.041834695 6144413.6456627, 571872.31809056 6144520.5294068, 571862.765834551 6144507.74351879, 571837.757738527 6144474.26947076, 571829.82189852 6144463.64726275, 571800.140490492 6144444.37225473, 571772.542602467 6144426.45014272, 571701.500938401 6144380.31587067, 571693.980234394 6144363.83644666, 571640.485002344 6144246.61785455, 571621.5705289942 6144255.604120066, 571620.633610325 6144257.39225456, 571560.068426269 6144300.5424306))"
77,1086,G_DU_RM_CL_15       ,G ,"POLYGON ((573401.6320323626 6144283.236834523, 573706.5276863276 6144059.248848474, 573723.255594831 6144046.984181629, 573891.919628441 6143923.16745425, 573953.8862314675 6143844.473078169, 574153.9559699587 6143607.625814221, 574225.6495923452 6143665.095902116, 574001.3205653635 6143912.792536074, 574023.1303318756 6144010.936485379, 574118.3212562467 6144068.4543248145, 574359.6238723482 6144389.4917184105, 574470.2305453739 6144316.273216548, 574711.9540941636 6144533.821092094, 574735.7595852142 6144562.387681355, 574820.5071333542 6144564.292120638, 574868.1181154553 6144589.049831331, 574858.2643630393 6144716.8698303625, 574695.7663602493 6145114.675073726, 574269.0486747646 6145305.289633223, 574103.107452539 6145119.593503589, 573736.6539201243 6144692.887503579, 573401.6320323626 6144283.236834523))"
78,1286,G_DU_RM_CL_09       ,G ,"POLYGON ((569867.0238064263 6148441.732412629, 569820.4161011075 6148259.866648074, 569827.0679199642 6148249.41378987, 569815.5013106714 6148138.726508227, 569782.557558739 6148068.62526865, 569823.2668806175 6148017.550389722, 569872.1767644971 6147992.140633375, 569951.4900541137 6148003.503898554, 570021.0330632402 6147987.423683517, 570104.716807288 6148384.272380188, 569867.0238064263 6148441.732412629))"
79,1527,A_DU_RM_CL_102      ,A ,"POLYGON ((568194.457499436 6138282.71386596, 568698.855675874 6138360.08467769, 568323.904819052 6140638.80387301, 567936.3883212297 6140578.471963173, 567915.5049190039 6140623.816715189, 567903.8355473442 6140573.40386664, 567826.946143743 6140561.43306129, 568194.457499436 6138282.71386596))"
80,1547,A_DU_RM_CL_105      ,A ,"POLYGON ((569215.742600093 6141527.79452402, 569357.170891604 6141679.48043887, 569343.245000202 6141822.76255629, 569402.145352264 6141907.83129237, 569399.177480264 6141938.6927644, 569394.063240253 6141991.87606045, 569393.964712254 6141992.89993245, 569422.277576283 6142019.03196447, 569436.503752294 6142032.16233249, 569442.128388973 6142170.7564019, 569401.496542405 6142229.85726963, 569301.763828105 6142329.58998393, 569228.388744103 6142408.88758084, 569213.896751143 6142445.5715479, 569223.887796335 6142564.28867312, 569291.003336164 6142675.09196509, 569564.348424412 6143079.13708546, 569646.904328494 6143028.28940541, 569768.862184603 6142946.61922934, 570497.042249284 6142436.54364486, 570618.664713395 6142372.5389728, 570655.680905434 6142351.47775678, 570536.622601325 6142236.22348468, 570469.613737485 6142172.64780049, 570387.784073183 6142091.29833254, 570315.035785115 6142020.06914848, 570241.652297044 6141948.21807641, 570169.345736973 6141877.42137234, 570093.752328904 6141803.40662027, 570019.613064833 6141730.81561221, 569946.269128773 6141659.00303614, 569873.716488703 6141587.96550007, 569799.768840635 6141515.56182001, 569784.295752624 6141500.41186799, 569726.291912564 6141443.61922794, 569652.126152492 6141371.00229987, 569579.993352434 6141300.37577181, 569561.873576415 6141282.63426779, 569505.615304363 6141227.55090774, 569357.636744223 6141380.82383588, 569286.843240153 6141454.15020395, 569215.742600093 6141527.79452402))"
81,1586,A_DU_RM_CL_115      ,A ,"POLYGON ((559118.845974862 6149610.45292851, 559059.998494632 6149714.35235564, 559132.658206701 6149752.00381168, 559130.327070692 6149753.03037168, 559128.458526691 6149753.55158768, 559126.55900669 6149754.07331568, 559124.684830691 6149754.09481968, 559122.816542693 6149754.61629168, 559120.947998683 6149755.13750768, 559117.205534681 6149755.68048368, 559115.368478683 6149756.20144368, 559113.531166681 6149756.72240368, 559111.694110682 6149757.24336368, 559109.888286671 6149757.76406768, 559108.088094671 6149758.78448368, 559106.282014672 6149759.30493168, 559104.507422671 6149759.82512368, 559102.738462672 6149760.84528368, 559099.226142662 6149762.38512369, 559097.482782662 6149762.90505969, 559095.77628666 6149763.92445169, 559094.063902662 6149764.44387569, 559092.388894661 6149765.46275569, 559090.094622653 6149766.98877169, 559088.280350652 6149769.50883569, 559086.497566652 6149772.02864369, 559084.776990653 6149774.5474277, 559081.461022652 6149779.5839717, 559079.871262653 6149782.60144371, 559078.307102642 6149785.11843571, 559076.805406643 6149787.63491571, 559075.371806641 6149790.65059571, 559073.969438642 6149793.66576372, 559072.623902643 6149796.18019572, 559071.315230642 6149799.19433972, 559068.848414642 6149804.72086773, 559067.695902631 6149807.73321973, 559066.605854631 6149810.74480373, 559065.547294632 6149813.75613173, 559064.545054632 6149816.26672374, 559063.611422633 6149819.27651574, 559062.708766632 6149822.28579574, 559061.868574631 6149825.29456375, 559047.618590622 6149957.91510787, 559046.588446623 6149982.41891589, 559045.970206612 6150007.41782791, 559045.806366611 6150033.91101194, 559045.904926612 6150047.90550795, 559046.316574611 6150067.39427597, 558979.090054263 6150387.17461559, 559027.686174603 6150508.56048438, 559079.822206653 6150514.91347639, 559130.686622692 6150509.83110838, 559349.255931043 6150484.85727752, 559436.656207501 6150472.86116114, 559554.257042931 6150413.3481133, 559488.779702513 6150377.68159453, 559621.822943151 6150131.27706003, 559670.558399202 6150097.632196, 559745.078654211 6149963.5596347, 559715.526296742 6149930.42490556, 560019.377695251 6149372.96525318, 560205.995089602 6149207.88063509, 560828.053070802 6148908.81429798, 560576.837347621 6148545.14963205, 561443.146301375 6148030.50367773, 561387.143825979 6147950.49760407, 559973.919612001 6148853.78609195, 559878.218384132 6148779.61764035, 559381.786410812 6148283.10518877, 559210.853324752 6148225.54608836, 559130.619427212 6148381.65334553, 559713.13376604 6149009.30058725, 559406.889836842 6149454.31129688, 559279.313769943 6149696.79157912, 559118.845974862 6149610.45292851))"
82,1606,E_DU_RM_CL_101      ,E ,"POLYGON ((577502.861871804 6139744.48866636, 577453.6725753119 6139739.84847435, 577484.5280579452 6139684.9334801845, 577514.9873273689 6139629.68767425, 577480.9525663218 6139611.674788915, 577558.821938847 6139469.181864963, 577674.5820730993 6139288.38150846, 577700.1183675419 6139297.07250594, 577756.4855505117 6139196.042452844, 577821.3126272282 6139078.721255468, 577893.329070238 6138953.00399788, 577938.612701986 6138976.25442093, 578046.199422808 6139025.18076302, 578179.658188398 6139085.3780949, 578236.464600495 6139101.65399982, 578302.614440766 6139130.84629239, 578326.3313663313 6139141.967183973, 578405.077984406 6139175.9302516, 578473.728558645 6139185.40812938, 578577.1014728489 6139187.820482137, 578774.715218086 6139193.7332923, 578783.246851118 6139187.57374879, 578865.5029068264 6139184.658185713, 578983.716012779 6139182.3898734, 579000.3873077752 6139288.9598357305, 578913.947388494 6139367.00752984, 578696.3650711421 6139591.329157421, 578587.115760813 6139676.09356229, 578599.195254916 6139691.24021089, 578570.7768799986 6139733.316615491, 578491.803328166 6139849.08472068, 578407.5782248124 6139975.071527077, 578325.92907257 6140095.73653868, 578280.983606189 6140162.07092331, 578221.701821121 6140250.18275583, 578112.2438983457 6140175.721885381, 577884.214032159 6140019.25695461, 577864.029044947 6140004.58678911, 577770.3996547825 6139938.233423846, 577673.0009248867 6139867.397983921, 577597.548495892 6139812.76834642, 577502.861871804 6139744.48866636))"
83,1686,A_DU_RM_CL_116      ,A ,"POLYGON ((565858.840290887 6144583.79962358, 566086.324255595 6144442.37589835, 566289.579671633 6144632.37925299, 566484.6182286631 6143857.134507851, 567065.6970468812 6144119.721145821, 566966.455841378 6144407.29363673, 567252.6454513151 6144564.506415437, 567463.6111031887 6144513.718388135, 567427.96232075 6144177.35005754, 567552.65003623 6143958.7417252, 567870.6024194424 6143596.112165364, 567968.815528152 6143557.1501221, 568197.3595661267 6143683.762325154, 568199.568767839 6144016.22762, 567965.2860558127 6144211.761199309, 567845.109148936 6144311.626516291, 567645.2891815912 6144475.252358866, 567637.9356337683 6144462.708071403, 567509.8973893215 6144566.955425834, 567310.4864748283 6144622.323315325, 567377.2056195888 6144694.164370038, 567487.0442636905 6144816.774949499, 567721.1964119691 6145076.4709685, 567903.4093564478 6145271.455848339, 567969.8234203232 6145310.623116778, 567611.755252009 6145781.28748847, 567297.60698184 6145527.86375506, 567198.828402045 6145443.65906409, 567343.757629777 6145393.4601137, 567463.587382316 6145332.73557694, 567650.618955534 6145148.94264569, 567226.2467749362 6144647.604143418, 567171.5080437924 6144662.53387449, 567192.3229587544 6144735.806065491, 567240.1901030807 6144919.339811124, 567268.459204195 6145000.77477599, 567280.8486792826 6145071.809471881, 567262.791580766 6145158.65857157, 567179.396550281 6145206.42854048, 567037.705964509 6145212.90582441, 566972.123464808 6145263.91443528, 566741.370225122 6145053.8075381, 566729.630148016 6145282.13179631, 566714.65142895 6145588.58829183, 566763.231058356 6145616.92640898, 566826.384576587 6145714.89532829, 566826.384576586 6145757.80733426, 566820.716953157 6145782.90680946, 566706.554824046 6145864.68251896, 566568.3484429277 6145707.340811858, 566367.7248220828 6145839.24009769, 566113.073684784 6145449.32668752, 566429.371167914 6145192.14869905, 566259.3019522112 6145034.5391103625, 566155.141919659 6145074.50876294, 566059.636092436 6144931.95363433, 565858.840290887 6144583.79962358))"
84,1146,G_DU_RM_CL_09       ,G ,"POLYGON ((569728.7804148773 6148478.214105128, 569686.7145092925 6148699.989474725, 569640.0207313922 6148946.163417915, 569666.947533507 6149087.532788927, 569791.8358513566 6149743.21343254, 569720.9790599718 6149780.546580689, 569652.4079715348 6149786.641788551, 569584.5987840804 6149772.927570864, 569499.9067126337 6149716.787997243, 569442.3666853636 6149687.366090519, 569357.5522912557 6149690.642264739, 569292.0288067491 6149719.594502079, 568969.1372866989 6150095.977820288, 568523.2707152722 6150620.161463548, 568136.2250160945 6150435.01952477, 568085.9395512406 6150340.5438029235, 567514.5138142657 6150621.685265514, 567830.7027220584 6149751.594343349, 567863.4644643116 6149516.9288407, 567895.4643055823 6149469.690979778, 568281.7481037774 6149824.736837683, 569128.3224853978 6148920.259486923, 569122.7537191774 6148817.237311847, 569232.5379943534 6148804.6168621415, 569495.861055941 6148522.092702168, 569710.2585554244 6148446.914358193, 569728.7804148773 6148478.214105128))"
85,1766,A_DU_RM_CL_119      ,A ,"POLYGON ((563973.063495744 6147132.70003479, 563645.508157287 6146569.07424589, 564469.42039991 6146078.68918196, 564917.714940757 6145803.80802658, 565501.632507193 6146399.13318868, 566140.772148009 6146055.58676056, 566653.1506922093 6146861.784694294, 565313.50706472 6147644.3701385, 564402.300757572 6146137.98754362, 563760.66821314 6146537.45920763, 563940.03852018 6146835.96654553, 564010.117135777 6146796.25707733, 564084.04606337 6146904.99975981, 563973.063495744 6147132.70003479))"
86,1788,E_DU_RM_CL_107      ,E ,"POLYGON ((581212.4378326007 6139532.797986895, 581332.2974561097 6139594.989300985, 581465.7260936006 6139660.572868565, 581525.6559053556 6139665.0958732255, 581612.7237450746 6139617.604324285, 581651.1692846906 6139599.512305645, 581720.1451057666 6139497.7447007755, 581754.0676407217 6139416.330616885, 581763.1136500436 6139297.601744535, 581758.5906453826 6139250.110195605, 581882.9732735526 6139264.809960745, 582077.4624739627 6139258.025453756, 582260.6441627226 6139255.763951425, 582408.7725653606 6139291.947988715, 582634.4242192908 6139348.963288255, 582532.099805319 6139533.3549987115, 582488.9885040009 6139620.616427885, 582421.9841923139 6139742.159132806, 582278.6261300995 6139944.730307673, 582103.0644452139 6140210.669901346, 581921.2698011016 6140486.997760396, 581751.9410754428 6140761.2479663715, 581581.165563341 6140989.752057344, 581532.8437364883 6141033.439462251, 581431.8535303613 6141032.060087052, 581291.5311890123 6141002.928680387, 581197.7798774643 6140986.2864357345, 581108.4664978237 6140969.089449592, 581004.0368878454 6140952.311664552, 580901.3019365353 6140921.624601174, 580795.9107631646 6140886.634520515, 580921.8347831497 6140690.687180045, 581062.0479276316 6140483.759716815, 581166.0770348286 6140315.277793205, 581233.9221047387 6140135.488357935, 581196.6073162876 6139836.970050335, 581187.5613069666 6139688.841647695, 581204.5225744447 6139529.405733406, 581212.4378326007 6139532.797986895))"
87,1789,E_DU_RM_CL_102      ,E ,"POLYGON ((578221.596176473 6140250.33439483, 578407.5782248124 6139975.071527077, 578599.195254916 6139691.24021089, 578587.115760813 6139676.09356229, 578696.3650711421 6139591.329157421, 578914.2353926522 6139366.998431686, 579000.3873077752 6139288.9598357305, 578983.716012779 6139182.3898734, 579277.9590545784 6139175.317611783, 579864.473962371 6139152.83907477, 579867.356967116 6139165.09184493, 579963.216874887 6139654.4819004, 579845.734431528 6139707.81748818, 579779.425322394 6139724.39476546, 579635.275085145 6139696.2854692, 579548.064191609 6139776.28885087, 579350.217990984 6139969.08979319, 579257.601463552 6140060.98556944, 579090.02681275 6140218.83007922, 578910.5155328491 6140387.067734452, 578712.353191157 6140588.21506218, 578578.7801227558 6140496.906549165, 578390.7793566491 6140367.075743021, 578326.8249295275 6140323.048168981, 578221.596176473 6140250.33439483))"
