"DIA","TIPO_SERVICIO","TRAYECTO","PESO_NETO","CANT_VIAJES"
"01/01/2021",24,1894,17430,2
"01/01/2021",24,1904,17090,1
"01/01/2021",24,1905,0,2
"01/01/2021",24,1906,6390,1
"01/01/2021",24,1908,9180,1
"01/01/2021",24,1909,21070,1
"01/01/2021",24,1910,24500,1
"01/01/2021",24,1911,20230,1
"01/01/2021",24,1912,12830,1
"01/01/2021",24,1913,15090,1
"01/01/2021",24,1929,0,1
"01/01/2021",24,1932,0,1
"01/01/2021",24,2677,18740,1
"01/01/2021",24,2706,28070,1
"01/01/2021",24,2787,0,1
"01/01/2021",60,2406,0,1
"01/01/2021",60,2543,5030,1
"01/01/2021",60,2544,5230,1
"01/01/2021",60,2671,7720,1
"02/01/2021",1,116,2630,1
"02/01/2021",1,118,2130,1
"02/01/2021",1,2282,0,1
"02/01/2021",1,2662,6260,1
"02/01/2021",4,1826,5060,1
"02/01/2021",8,2366,0,1
"02/01/2021",8,2663,1580,1
"02/01/2021",8,2664,1550,1
"02/01/2021",24,1932,0,1
"02/01/2021",24,1956,23460,3
"02/01/2021",24,1958,34950,1
"02/01/2021",24,2092,26260,2
"02/01/2021",24,2453,30160,2
"02/01/2021",24,2655,0,1
"02/01/2021",24,2657,0,1
"02/01/2021",24,2658,0,1
"02/01/2021",24,2661,0,2
"02/01/2021",24,2674,0,2
"02/01/2021",24,2675,10010,1
"02/01/2021",24,2676,0,1
"02/01/2021",24,2684,9040,1
"02/01/2021",24,2687,0,1
"02/01/2021",24,2696,12130,1
"02/01/2021",24,2700,0,1
"02/01/2021",24,2701,0,1
"02/01/2021",24,2707,22860,1
"02/01/2021",24,2708,10060,1
"02/01/2021",24,2709,14710,1
"02/01/2021",24,2712,0,1
"02/01/2021",24,2714,24140,1
"02/01/2021",24,2715,13250,1
"02/01/2021",24,2718,7070,1
"02/01/2021",24,2725,0,1
"02/01/2021",24,2728,0,1
"02/01/2021",24,2731,28090,1
"02/01/2021",24,2733,12560,1
"02/01/2021",24,2737,14490,2
"02/01/2021",24,2738,19880,1
"02/01/2021",24,2744,0,1
"02/01/2021",24,2748,0,1
"02/01/2021",24,2786,0,1
"02/01/2021",26,2308,0,1
"02/01/2021",27,2332,25600,1
"02/01/2021",27,2376,0,1
"02/01/2021",35,1547,4500,1
"02/01/2021",35,1564,6540,1
"02/01/2021",39,1604,4240,1
"02/01/2021",60,2558,0,1
"02/01/2021",75,2509,2930,1
"02/01/2021",75,2515,1000,1
"02/01/2021",76,2303,0,1
"03/01/2021",24,1910,11820,1
"03/01/2021",24,1912,16800,1
"03/01/2021",24,1914,8000,1
"03/01/2021",24,1915,21120,1
"03/01/2021",24,1916,12040,1
"03/01/2021",24,1927,0,1
"03/01/2021",24,1928,0,1
"03/01/2021",24,1933,0,1
"03/01/2021",24,2676,0,1
"03/01/2021",24,2678,22920,1
"03/01/2021",24,2679,26980,1
"03/01/2021",24,2680,29640,1
"03/01/2021",24,2682,19450,1
"03/01/2021",24,2683,29210,1
"03/01/2021",24,2689,21380,1
"03/01/2021",24,2693,0,1
"03/01/2021",24,2695,17730,1
"03/01/2021",24,2698,0,1
"03/01/2021",24,2699,0,1
"03/01/2021",24,2719,8280,2
"03/01/2021",24,2722,0,1
"03/01/2021",24,2723,0,1
"03/01/2021",24,2745,0,1
"03/01/2021",24,2784,18590,1
"03/01/2021",24,2785,12350,2
"03/01/2021",24,2786,19050,2
"03/01/2021",24,2790,18390,1
"03/01/2021",24,2791,0,1
"03/01/2021",35,2425,4130,1
"03/01/2021",60,1986,0,1
"03/01/2021",60,1987,0,1
"03/01/2021",60,2398,2650,1
"03/01/2021",60,2402,1200,1
"03/01/2021",73,2624,0,1
"04/01/2021",1,162,6540,1
"04/01/2021",1,1861,8190,1
"04/01/2021",1,2276,0,1
"04/01/2021",1,2279,0,1
"04/01/2021",1,2662,6070,1
"04/01/2021",2,2522,0,1
"04/01/2021",4,1825,5540,1
"04/01/2021",24,1894,16960,1
"04/01/2021",24,1895,12370,2
"04/01/2021",24,1904,13040,1
"04/01/2021",24,1906,17930,1
"04/01/2021",24,1907,23610,1
"04/01/2021",24,1908,18230,1
"04/01/2021",24,1909,18350,1
"04/01/2021",24,1911,19540,1
"04/01/2021",24,1931,25590,2
"04/01/2021",24,1932,0,1
"04/01/2021",24,1956,12290,1
"04/01/2021",24,1957,27110,1
"04/01/2021",24,1958,21040,1
"04/01/2021",24,2092,12470,1
"04/01/2021",24,2094,34290,1
"04/01/2021",24,2095,22270,1
"04/01/2021",24,2096,38870,2
"04/01/2021",24,2097,38030,2
"04/01/2021",24,2098,19890,1
"04/01/2021",24,2324,34300,2
"04/01/2021",24,2451,29100,1
"04/01/2021",24,2452,30720,2
"04/01/2021",24,2453,6540,1
"04/01/2021",24,2655,0,1
"04/01/2021",24,2676,0,1
"04/01/2021",24,2677,17260,2
"04/01/2021",24,2678,0,1
"04/01/2021",24,2684,16850,1
"04/01/2021",24,2685,0,1
"04/01/2021",24,2687,0,1
"04/01/2021",24,2688,24730,1
"04/01/2021",24,2691,20520,1
"04/01/2021",24,2692,18880,1
"04/01/2021",24,2694,0,2
"04/01/2021",24,2697,9080,1
"04/01/2021",24,2698,0,2
"04/01/2021",24,2701,0,1
"04/01/2021",24,2702,10820,1
"04/01/2021",24,2704,11760,1
"04/01/2021",24,2720,0,2
"04/01/2021",24,2724,0,2
"04/01/2021",24,2728,0,1
"04/01/2021",24,2729,13820,1
"04/01/2021",24,2745,0,1
"04/01/2021",24,2747,0,1
"04/01/2021",24,2783,0,1
"04/01/2021",24,2784,9620,1
"04/01/2021",24,2785,19860,1
"04/01/2021",24,2787,21270,1
"04/01/2021",24,2788,0,1
"04/01/2021",24,2789,0,1
"04/01/2021",24,2791,0,1
"04/01/2021",27,2319,3310,1
"04/01/2021",29,2304,0,1
"04/01/2021",35,1565,7750,1
"04/01/2021",35,2255,0,1
"04/01/2021",35,2420,3760,1
"04/01/2021",35,2483,0,1
"04/01/2021",35,2740,5350,1
"04/01/2021",36,2527,330,1
"04/01/2021",39,1604,7860,1
"04/01/2021",60,1978,11520,1
"04/01/2021",60,1995,4010,1
"04/01/2021",60,2478,1990,1
"04/01/2021",60,2479,0,1
"04/01/2021",60,2480,0,1
"04/01/2021",73,2135,8050,1
"04/01/2021",73,2622,0,1
"04/01/2021",75,2492,0,1
"04/01/2021",75,2515,1040,1
"05/01/2021",1,1284,6380,1
"05/01/2021",1,2282,0,1
"05/01/2021",1,2284,0,1
"05/01/2021",1,2662,3320,1
"05/01/2021",4,1826,5300,1
"05/01/2021",8,2663,0,1
"05/01/2021",24,1895,14970,1
"05/01/2021",24,1908,22030,1
"05/01/2021",24,1910,20060,1
"05/01/2021",24,1912,10070,1
"05/01/2021",24,1913,16960,2
"05/01/2021",24,1914,18670,1
"05/01/2021",24,1915,0,1
"05/01/2021",24,1916,18860,2
"05/01/2021",24,1929,11040,1
"05/01/2021",24,1930,0,1
"05/01/2021",24,2095,14330,1
"05/01/2021",24,2655,0,1
"05/01/2021",24,2656,0,1
"05/01/2021",24,2657,0,2
"05/01/2021",24,2660,11840,1
"05/01/2021",24,2680,17660,1
"05/01/2021",24,2686,0,2
"05/01/2021",24,2689,9170,1
"05/01/2021",24,2690,17710,1
"05/01/2021",24,2692,9520,1
"05/01/2021",24,2693,11170,1
"05/01/2021",24,2696,21330,1
"05/01/2021",24,2707,22020,1
"05/01/2021",24,2708,21870,1
"05/01/2021",24,2710,21830,1
"05/01/2021",24,2711,17090,1
"05/01/2021",24,2712,24500,1
"05/01/2021",24,2715,30490,3
"05/01/2021",24,2717,23890,1
"05/01/2021",24,2718,21910,1
"05/01/2021",24,2720,0,3
"05/01/2021",24,2721,0,1
"05/01/2021",24,2722,0,1
"05/01/2021",24,2723,0,1
"05/01/2021",24,2725,0,1
"05/01/2021",24,2728,0,1
"05/01/2021",24,2731,28620,1
"05/01/2021",24,2733,15510,2
"05/01/2021",24,2734,20760,2
"05/01/2021",24,2735,18610,1
"05/01/2021",24,2736,24640,2
"05/01/2021",24,2737,0,1
"05/01/2021",24,2738,23220,1
"05/01/2021",24,2743,0,1
"05/01/2021",24,2744,0,1
"05/01/2021",24,2746,0,1
"05/01/2021",24,2747,0,1
"05/01/2021",24,2784,21280,1
"05/01/2021",24,2785,6910,2
"05/01/2021",26,1867,4220,1
"05/01/2021",26,2306,0,1
"05/01/2021",27,2319,0,1
"05/01/2021",27,2320,3390,1
"05/01/2021",27,2321,2650,1
"05/01/2021",35,2421,4100,1
"05/01/2021",35,2484,0,1
"05/01/2021",35,2550,840,1
"05/01/2021",36,2524,1770,1
"05/01/2021",36,2528,380,1
"05/01/2021",39,1604,8280,1
"05/01/2021",60,1986,1360,1
"05/01/2021",60,1987,0,1
"05/01/2021",60,2004,0,1
"05/01/2021",60,2398,3950,1
"05/01/2021",60,2402,6880,1
"05/01/2021",60,2476,0,1
"05/01/2021",73,2135,8050,1
"05/01/2021",73,2624,0,1
"05/01/2021",75,2492,0,1
"05/01/2021",75,2509,2070,1
"05/01/2021",75,2515,2690,1
"05/01/2021",76,2297,2470,1
"05/01/2021",76,2303,0,1
"06/01/2021",1,117,2460,1
"06/01/2021",1,1283,4890,1
"06/01/2021",1,2276,2440,1
"06/01/2021",1,2279,0,1
"06/01/2021",1,2662,2630,1
"06/01/2021",4,1825,3400,1
"06/01/2021",8,2663,1760,1
"06/01/2021",8,2664,1550,1
"06/01/2021",24,1894,7190,2
"06/01/2021",24,1895,0,1
"06/01/2021",24,1904,11170,1
"06/01/2021",24,1905,0,1
"06/01/2021",24,1906,12280,1
"06/01/2021",24,1907,14700,1
"06/01/2021",24,1909,13030,1
"06/01/2021",24,1927,19180,1
"06/01/2021",24,1931,17030,1
"06/01/2021",24,1933,0,1
"06/01/2021",24,1956,21490,2
"06/01/2021",24,1958,19690,1
"06/01/2021",24,2092,22220,1
"06/01/2021",24,2094,33180,2
"06/01/2021",24,2095,19140,1
"06/01/2021",24,2097,14450,1
"06/01/2021",24,2098,23870,1
"06/01/2021",24,2451,18750,1
"06/01/2021",24,2452,11980,1
"06/01/2021",24,2453,17600,1
"06/01/2021",24,2659,0,1
"06/01/2021",24,2661,0,1
"06/01/2021",24,2674,0,1
"06/01/2021",24,2675,0,1
"06/01/2021",24,2676,0,1
"06/01/2021",24,2677,18600,1
"06/01/2021",24,2678,22730,1
"06/01/2021",24,2681,20340,1
"06/01/2021",24,2682,0,1
"06/01/2021",24,2683,14450,1
"06/01/2021",24,2684,15520,1
"06/01/2021",24,2685,0,1
"06/01/2021",24,2687,0,1
"06/01/2021",24,2691,14360,1
"06/01/2021",24,2697,5300,1
"06/01/2021",24,2699,0,1
"06/01/2021",24,2700,0,1
"06/01/2021",24,2701,0,1
"06/01/2021",24,2704,16460,1
"06/01/2021",24,2717,18940,1
"06/01/2021",24,2719,0,2
"06/01/2021",24,2733,23190,1
"06/01/2021",24,2737,9800,2
"06/01/2021",24,2744,0,1
"06/01/2021",24,2784,0,1
"06/01/2021",24,2786,23800,1
"06/01/2021",24,2790,0,2
"06/01/2021",24,2791,0,1
"06/01/2021",27,2319,28120,1
"06/01/2021",27,2320,39750,1
"06/01/2021",27,2321,17570,1
"06/01/2021",27,2322,0,1
"06/01/2021",27,2327,3470,1
"06/01/2021",27,2328,390,1
"06/01/2021",27,2329,690,1
"06/01/2021",29,2304,2260,1
"06/01/2021",35,2422,2890,1
"06/01/2021",35,2485,0,1
"06/01/2021",39,1604,5440,1
"06/01/2021",60,2478,0,1
"06/01/2021",60,2479,0,1
"06/01/2021",60,2480,0,1
"06/01/2021",60,2668,1240,1
"06/01/2021",60,2669,11400,1
"06/01/2021",60,2670,3630,1
"06/01/2021",60,2672,11200,1
"06/01/2021",75,2492,0,1
"06/01/2021",75,2509,2070,1
"06/01/2021",75,2515,950,1
"06/01/2021",76,2290,0,1
"06/01/2021",76,2292,0,1
"07/01/2021",1,118,800,1
"07/01/2021",1,2282,0,1
"07/01/2021",1,2284,0,1
"07/01/2021",1,2662,4880,1
"07/01/2021",4,1826,3450,1
"07/01/2021",8,2663,1320,1
"07/01/2021",8,2664,1260,1
"07/01/2021",24,1908,0,3
"07/01/2021",24,1910,16470,1
"07/01/2021",24,1911,11510,2
"07/01/2021",24,1912,21240,1
"07/01/2021",24,1913,18510,1
"07/01/2021",24,1914,19750,1
"07/01/2021",24,1915,5840,1
"07/01/2021",24,1916,14620,1
"07/01/2021",24,1929,14020,1
"07/01/2021",24,1932,0,1
"07/01/2021",24,1956,12130,1
"07/01/2021",24,1957,23660,3
"07/01/2021",24,2092,0,1
"07/01/2021",24,2096,31340,1
"07/01/2021",24,2324,11720,1
"07/01/2021",24,2655,0,2
"07/01/2021",24,2656,0,1
"07/01/2021",24,2657,0,1
"07/01/2021",24,2660,0,2
"07/01/2021",24,2694,19010,1
"07/01/2021",24,2695,0,1
"07/01/2021",24,2698,0,2
"07/01/2021",24,2700,0,1
"07/01/2021",24,2701,0,1
"07/01/2021",24,2702,0,1
"07/01/2021",24,2708,0,1
"07/01/2021",24,2709,7860,1
"07/01/2021",24,2710,15460,1
"07/01/2021",24,2711,14650,1
"07/01/2021",24,2715,7910,1
"07/01/2021",24,2716,9990,1
"07/01/2021",24,2717,12920,1
"07/01/2021",24,2718,17660,1
"07/01/2021",24,2720,20310,3
"07/01/2021",24,2724,0,2
"07/01/2021",24,2728,0,1
"07/01/2021",24,2729,25170,1
"07/01/2021",24,2733,14240,1
"07/01/2021",24,2734,11500,1
"07/01/2021",24,2735,16860,1
"07/01/2021",24,2736,18630,1
"07/01/2021",24,2737,15570,1
"07/01/2021",24,2738,0,1
"07/01/2021",24,2745,9590,1
"07/01/2021",24,2748,2730,1
"07/01/2021",24,2783,16050,1
"07/01/2021",24,2785,17460,1
"07/01/2021",24,2786,15250,1
"07/01/2021",24,2788,0,1
"07/01/2021",24,2789,8580,1
"07/01/2021",26,2307,0,1
"07/01/2021",27,2340,4920,1
"07/01/2021",35,1549,2690,1
"07/01/2021",35,2423,3980,1
"07/01/2021",36,2265,3500,1
"07/01/2021",36,2523,6380,1
"07/01/2021",39,1604,5260,1
"07/01/2021",60,1986,0,1
"07/01/2021",60,1987,0,1
"07/01/2021",60,2004,0,1
"07/01/2021",60,2476,0,1
"07/01/2021",60,2670,2340,1
"07/01/2021",60,2671,3060,1
"07/01/2021",60,2672,3270,1
"07/01/2021",73,2135,12880,1
"07/01/2021",73,2624,0,1
"07/01/2021",75,2295,0,1
"07/01/2021",75,2492,0,1
"07/01/2021",75,2509,1700,1
"07/01/2021",75,2515,1020,1
"07/01/2021",76,2297,2230,1
"07/01/2021",76,2301,0,1
"08/01/2021",1,117,3660,1
"08/01/2021",1,1861,2960,1
"08/01/2021",1,2276,3930,1
"08/01/2021",1,2279,0,1
"08/01/2021",1,2662,4100,1
"08/01/2021",4,1825,3840,1
"08/01/2021",8,2663,1840,1
"08/01/2021",8,2664,0,1
"08/01/2021",8,2665,1020,1
"08/01/2021",24,1904,0,1
"08/01/2021",24,1905,11980,1
"08/01/2021",24,1906,11840,1
"08/01/2021",24,1907,13200,1
"08/01/2021",24,1909,7630,1
"08/01/2021",24,1927,0,1
"08/01/2021",24,1928,0,1
"08/01/2021",24,1931,17350,1
"08/01/2021",24,1933,11640,1
"08/01/2021",24,1956,19420,1
"08/01/2021",24,2092,17960,1
"08/01/2021",24,2094,8380,1
"08/01/2021",24,2095,23820,1
"08/01/2021",24,2097,10890,2
"08/01/2021",24,2098,23010,1
"08/01/2021",24,2451,10190,2
"08/01/2021",24,2452,14760,1
"08/01/2021",24,2453,16990,1
"08/01/2021",24,2655,0,1
"08/01/2021",24,2674,0,1
"08/01/2021",24,2675,0,1
"08/01/2021",24,2676,0,1
"08/01/2021",24,2677,14640,1
"08/01/2021",24,2678,20010,1
"08/01/2021",24,2680,26090,1
"08/01/2021",24,2681,22990,1
"08/01/2021",24,2682,14510,1
"08/01/2021",24,2684,16790,1
"08/01/2021",24,2685,0,1
"08/01/2021",24,2686,0,2
"08/01/2021",24,2688,18690,1
"08/01/2021",24,2689,13060,1
"08/01/2021",24,2693,18220,1
"08/01/2021",24,2695,15770,1
"08/01/2021",24,2696,19700,1
"08/01/2021",24,2699,0,1
"08/01/2021",24,2704,15810,1
"08/01/2021",24,2708,13170,1
"08/01/2021",24,2719,0,1
"08/01/2021",24,2720,0,3
"08/01/2021",24,2721,0,1
"08/01/2021",24,2722,0,1
"08/01/2021",24,2728,0,2
"08/01/2021",24,2746,0,1
"08/01/2021",24,2784,11110,1
"08/01/2021",24,2786,16710,1
"08/01/2021",24,2790,0,1
"08/01/2021",24,2791,0,1
"08/01/2021",27,2338,12740,1
"08/01/2021",29,2304,4890,1
"08/01/2021",35,2259,0,1
"08/01/2021",35,2424,4360,1
"08/01/2021",35,2487,2690,1
"08/01/2021",35,2553,950,1
"08/01/2021",36,2438,0,1
"08/01/2021",39,1604,4610,1
"08/01/2021",60,2408,0,1
"08/01/2021",60,2478,0,1
"08/01/2021",60,2480,0,1
"08/01/2021",60,2500,3090,1
"08/01/2021",60,2668,1980,1
"08/01/2021",60,2672,4120,1
"08/01/2021",73,2135,4860,1
"08/01/2021",73,2624,0,1
"08/01/2021",75,2492,0,1
"08/01/2021",75,2509,1610,1
"08/01/2021",75,2515,550,1
"08/01/2021",76,2292,0,1
"09/01/2021",1,116,1930,1
"09/01/2021",1,118,5580,1
"09/01/2021",1,2282,3710,1
"09/01/2021",1,2284,2430,1
"09/01/2021",1,2662,4030,1
"09/01/2021",4,1826,4210,1
"09/01/2021",8,2663,1770,1
"09/01/2021",8,2664,1340,1
"09/01/2021",24,1895,21490,1
"09/01/2021",24,1930,0,1
"09/01/2021",24,2097,12000,1
"09/01/2021",24,2451,19980,1
"09/01/2021",24,2452,18440,1
"09/01/2021",24,2659,0,1
"09/01/2021",24,2661,0,1
"09/01/2021",24,2676,0,1
"09/01/2021",24,2685,0,1
"09/01/2021",24,2686,0,1
"09/01/2021",24,2687,0,1
"09/01/2021",24,2688,20030,1
"09/01/2021",24,2690,19480,1
"09/01/2021",24,2691,8280,2
"09/01/2021",24,2694,15430,1
"09/01/2021",24,2697,0,1
"09/01/2021",24,2698,0,1
"09/01/2021",24,2700,0,2
"09/01/2021",24,2701,0,2
"09/01/2021",24,2705,16190,1
"09/01/2021",24,2707,21210,1
"09/01/2021",24,2709,14440,1
"09/01/2021",24,2717,21730,1
"09/01/2021",24,2718,26450,1
"09/01/2021",24,2720,0,1
"09/01/2021",24,2725,0,1
"09/01/2021",24,2726,0,1
"09/01/2021",24,2729,18290,1
"09/01/2021",24,2730,20220,1
"09/01/2021",24,2731,13320,1
"09/01/2021",24,2733,18200,1
"09/01/2021",24,2734,9860,1
"09/01/2021",24,2735,16140,1
"09/01/2021",24,2736,12270,1
"09/01/2021",24,2737,0,1
"09/01/2021",24,2738,14850,1
"09/01/2021",24,2745,0,1
"09/01/2021",24,2746,0,1
"09/01/2021",26,2308,2580,1
"09/01/2021",35,2488,0,1
"09/01/2021",35,2554,0,1
"09/01/2021",39,1604,0,1
"09/01/2021",72,2616,0,1
"09/01/2021",73,2135,12400,1
"09/01/2021",75,2492,0,1
"09/01/2021",75,2509,1460,1
"09/01/2021",75,2515,910,1
"09/01/2021",76,2297,0,1
"09/01/2021",76,2301,0,1
"09/01/2021",77,2586,0,1
"10/01/2021",24,1894,14890,1
"10/01/2021",24,1904,9390,1
"10/01/2021",24,1905,9710,1
"10/01/2021",24,1906,8950,1
"10/01/2021",24,1907,8920,1
"10/01/2021",24,1908,17600,1
"10/01/2021",24,1909,12280,1
"10/01/2021",24,1910,19580,1
"10/01/2021",24,1912,16220,1
"10/01/2021",24,1915,11990,1
"10/01/2021",24,1916,12560,1
"10/01/2021",24,1958,19500,1
"10/01/2021",24,2660,0,1
"10/01/2021",24,2678,0,1
"10/01/2021",24,2682,18560,1
"10/01/2021",24,2683,13700,1
"10/01/2021",24,2708,7010,1
"10/01/2021",24,2710,20630,1
"10/01/2021",24,2711,0,1
"10/01/2021",24,2723,0,1
"10/01/2021",24,2724,0,1
"10/01/2021",24,2783,15810,1
"10/01/2021",24,2785,22230,1
"10/01/2021",24,2787,15500,1
"10/01/2021",35,2425,3690,1
"10/01/2021",60,1986,0,1
"10/01/2021",60,1987,0,1
"10/01/2021",60,2004,2960,1
"10/01/2021",60,2668,0,1
"10/01/2021",60,2669,2690,1
"11/01/2021",1,117,3140,1
"11/01/2021",1,1283,6630,1
"11/01/2021",1,2276,5260,1
"11/01/2021",1,2279,0,1
"11/01/2021",1,2662,6210,1
"11/01/2021",2,2522,0,1
"11/01/2021",4,1825,6430,1
"11/01/2021",24,1911,21140,1
"11/01/2021",24,1913,19180,1
"11/01/2021",24,1914,24710,1
"11/01/2021",24,1928,0,1
"11/01/2021",24,1930,0,1
"11/01/2021",24,1931,7400,1
"11/01/2021",24,1956,21060,1
"11/01/2021",24,1957,31210,1
"11/01/2021",24,1958,7780,1
"11/01/2021",24,2092,27390,1
"11/01/2021",24,2094,11700,2
"11/01/2021",24,2095,33050,1
"11/01/2021",24,2096,32530,1
"11/01/2021",24,2097,15360,1
"11/01/2021",24,2098,24230,2
"11/01/2021",24,2324,49900,2
"11/01/2021",24,2451,23180,1
"11/01/2021",24,2452,27880,3
"11/01/2021",24,2453,22450,1
"11/01/2021",24,2655,0,1
"11/01/2021",24,2656,0,1
"11/01/2021",24,2658,0,1
"11/01/2021",24,2675,0,1
"11/01/2021",24,2677,8370,2
"11/01/2021",24,2680,21890,1
"11/01/2021",24,2682,13220,1
"11/01/2021",24,2688,20490,1
"11/01/2021",24,2689,12950,1
"11/01/2021",24,2691,6340,1
"11/01/2021",24,2692,8810,1
"11/01/2021",24,2693,16990,1
"11/01/2021",24,2694,13200,1
"11/01/2021",24,2695,18790,1
"11/01/2021",24,2696,21360,1
"11/01/2021",24,2702,0,1
"11/01/2021",24,2706,26510,1
"11/01/2021",24,2709,0,1
"11/01/2021",24,2719,0,2
"11/01/2021",24,2720,0,5
"11/01/2021",24,2721,0,1
"11/01/2021",24,2725,0,1
"11/01/2021",24,2728,0,1
"11/01/2021",24,2745,0,1
"11/01/2021",24,2746,0,1
"11/01/2021",24,2748,0,1
"11/01/2021",24,2786,20920,1
"11/01/2021",24,2788,22330,1
"11/01/2021",24,2789,0,1
"11/01/2021",27,2319,14670,1
"11/01/2021",27,2320,21990,1
"11/01/2021",27,2321,5940,1
"11/01/2021",29,2304,0,1
"11/01/2021",35,1565,1270,1
"11/01/2021",35,2255,0,1
"11/01/2021",35,2420,3320,1
"11/01/2021",36,2434,0,1
"11/01/2021",36,2523,2980,1
"11/01/2021",36,2527,1090,1
"11/01/2021",39,1604,16640,1
"11/01/2021",60,1978,3130,1
"11/01/2021",60,1981,0,1
"11/01/2021",60,1995,3280,1
"11/01/2021",60,2478,0,1
"11/01/2021",60,2479,0,1
"11/01/2021",60,2480,0,1
"11/01/2021",72,2621,0,1
"11/01/2021",73,2135,6860,1
"11/01/2021",73,2622,0,1
"11/01/2021",75,2509,1600,1
"11/01/2021",75,2515,1180,1
"11/01/2021",76,2290,1670,1
"11/01/2021",76,2292,0,1
"12/01/2021",1,116,7880,1
"12/01/2021",1,118,4650,1
"12/01/2021",1,2282,0,1
"12/01/2021",1,2284,4430,1
"12/01/2021",1,2662,4170,1
"12/01/2021",2,2522,0,1
"12/01/2021",4,1826,2500,1
"12/01/2021",8,2663,0,1
"12/01/2021",24,1894,13330,1
"12/01/2021",24,1904,11820,1
"12/01/2021",24,1905,8100,2
"12/01/2021",24,1906,15460,1
"12/01/2021",24,1907,13010,1
"12/01/2021",24,1908,15040,1
"12/01/2021",24,1909,13620,1
"12/01/2021",24,1910,16280,1
"12/01/2021",24,1912,13790,1
"12/01/2021",24,1915,0,1
"12/01/2021",24,1916,9090,1
"12/01/2021",24,1927,0,1
"12/01/2021",24,1930,15270,1
"12/01/2021",24,1933,4880,2
"12/01/2021",24,2655,0,1
"12/01/2021",24,2659,0,1
"12/01/2021",24,2661,0,1
"12/01/2021",24,2674,0,1
"12/01/2021",24,2678,21640,1
"12/01/2021",24,2681,30350,1
"12/01/2021",24,2682,18500,1
"12/01/2021",24,2684,0,1
"12/01/2021",24,2686,21960,2
"12/01/2021",24,2687,0,1
"12/01/2021",24,2690,8260,1
"12/01/2021",24,2697,0,1
"12/01/2021",24,2698,0,1
"12/01/2021",24,2699,0,1
"12/01/2021",24,2700,0,1
"12/01/2021",24,2701,0,1
"12/01/2021",24,2705,14540,2
"12/01/2021",24,2710,23150,1
"12/01/2021",24,2711,0,1
"12/01/2021",24,2715,11600,1
"12/01/2021",24,2717,10310,1
"12/01/2021",24,2718,24080,2
"12/01/2021",24,2723,0,3
"12/01/2021",24,2727,0,1
"12/01/2021",24,2728,0,1
"12/01/2021",24,2729,24070,1
"12/01/2021",24,2731,7590,1
"12/01/2021",24,2733,10570,1
"12/01/2021",24,2734,23890,1
"12/01/2021",24,2735,8980,1
"12/01/2021",24,2736,17070,2
"12/01/2021",24,2737,21640,1
"12/01/2021",24,2738,0,1
"12/01/2021",24,2747,0,1
"12/01/2021",24,2784,16460,1
"12/01/2021",24,2787,19260,1
"12/01/2021",24,2788,0,1
"12/01/2021",24,2790,0,1
"12/01/2021",24,2791,0,1
"12/01/2021",26,2306,0,1
"12/01/2021",27,2319,21020,1
"12/01/2021",27,2320,48950,1
"12/01/2021",35,1549,2490,1
"12/01/2021",35,2421,5650,1
"12/01/2021",36,2524,1880,1
"12/01/2021",36,2528,840,1
"12/01/2021",39,1604,8590,1
"12/01/2021",60,1986,0,1
"12/01/2021",60,1987,0,1
"12/01/2021",60,2004,6480,1
"12/01/2021",60,2476,0,1
"12/01/2021",60,2669,3480,1
"12/01/2021",73,2135,4460,1
"12/01/2021",73,2624,0,1
"12/01/2021",75,2509,980,1
"12/01/2021",75,2515,800,1
"12/01/2021",76,2301,0,1
"12/01/2021",76,2303,0,1
"13/01/2021",1,117,5860,1
"13/01/2021",1,1861,7360,1
"13/01/2021",1,2276,5110,1
"13/01/2021",1,2279,3680,1
"13/01/2021",1,2662,4580,1
"13/01/2021",4,1825,3650,1
"13/01/2021",8,2663,3950,1
"13/01/2021",8,2664,1240,1
"13/01/2021",24,1895,24990,1
"13/01/2021",24,1911,0,1
"13/01/2021",24,1913,11710,1
"13/01/2021",24,1914,20780,1
"13/01/2021",24,1931,13360,1
"13/01/2021",24,1932,16430,1
"13/01/2021",24,1956,21520,1
"13/01/2021",24,1957,6090,1
"13/01/2021",24,1958,14480,1
"13/01/2021",24,2092,0,1
"13/01/2021",24,2094,21770,1
"13/01/2021",24,2095,19180,2
"13/01/2021",24,2096,0,1
"13/01/2021",24,2097,14900,1
"13/01/2021",24,2098,11730,1
"13/01/2021",24,2324,16280,1
"13/01/2021",24,2451,25300,2
"13/01/2021",24,2452,9290,2
"13/01/2021",24,2453,6730,2
"13/01/2021",24,2482,15150,1
"13/01/2021",24,2657,0,1
"13/01/2021",24,2674,0,1
"13/01/2021",24,2675,28660,1
"13/01/2021",24,2677,10760,1
"13/01/2021",24,2680,16270,1
"13/01/2021",24,2684,15650,1
"13/01/2021",24,2687,0,1
"13/01/2021",24,2688,11700,1
"13/01/2021",24,2689,9330,1
"13/01/2021",24,2690,9210,1
"13/01/2021",24,2691,6390,1
"13/01/2021",24,2693,13140,1
"13/01/2021",24,2694,9220,1
"13/01/2021",24,2695,10700,1
"13/01/2021",24,2696,11620,1
"13/01/2021",24,2697,0,1
"13/01/2021",24,2698,0,1
"13/01/2021",24,2704,15900,1
"13/01/2021",24,2719,0,1
"13/01/2021",24,2720,6320,6
"13/01/2021",24,2721,6200,1
"13/01/2021",24,2724,17020,2
