"DIA","TIPO_SERVICIO","TRAYECTO","PESO_NETO","CANT_VIAJES"
"03/01/2022",27,2320,0,1
"03/01/2022",35,1551,2690,1
"03/01/2022",35,1565,2190,1
"03/01/2022",35,1567,6130,1
"03/01/2022",35,2739,2140,1
"03/01/2022",36,2523,2670,1
"03/01/2022",60,2007,0,1
"03/01/2022",60,2667,1710,1
"03/01/2022",60,2668,1250,1
"03/01/2022",60,2672,1410,1
"03/01/2022",60,2673,3530,1
"03/01/2022",72,2616,0,1
"03/01/2022",72,2621,0,1
"03/01/2022",75,2492,0,1
"03/01/2022",75,2509,1570,1
"03/01/2022",78,2507,1780,1
"03/01/2022",78,2565,2020,1
"04/01/2022",1,2312,0,1
"04/01/2022",1,2345,1640,1
"04/01/2022",4,1826,5470,1
"04/01/2022",8,163,0,1
"04/01/2022",8,2665,5550,1
"04/01/2022",24,1906,14810,1
"04/01/2022",24,1907,22540,1
"04/01/2022",24,1909,12410,2
"04/01/2022",24,1910,0,2
"04/01/2022",24,1911,11370,1
"04/01/2022",24,1912,13350,1
"04/01/2022",24,1913,10840,1
"04/01/2022",24,1914,17250,1
"04/01/2022",24,1915,0,2
"04/01/2022",24,1916,14150,1
"04/01/2022",24,2655,0,1
"04/01/2022",24,2658,7620,1
"04/01/2022",24,2660,0,2
"04/01/2022",24,2674,0,1
"04/01/2022",24,2680,25600,2
"04/01/2022",24,2682,17990,1
"04/01/2022",24,2687,0,1
"04/01/2022",24,2693,8490,1
"04/01/2022",24,2694,0,2
"04/01/2022",24,2697,0,2
"04/01/2022",24,2698,0,2
"04/01/2022",24,2699,0,1
"04/01/2022",24,2700,0,1
"04/01/2022",24,2719,0,1
"04/01/2022",24,2721,0,1
"04/01/2022",24,2724,0,1
"04/01/2022",24,2727,0,1
"04/01/2022",24,2783,11130,1
"04/01/2022",24,2785,14590,1
"04/01/2022",24,2786,15000,1
"04/01/2022",24,2791,7090,1
"04/01/2022",24,2792,6930,1
"04/01/2022",24,2793,0,1
"04/01/2022",24,2794,3960,2
"04/01/2022",24,2795,12910,2
"04/01/2022",24,2796,10420,2
"04/01/2022",24,2797,10500,2
"04/01/2022",24,2798,0,1
"04/01/2022",24,2799,10110,1
"04/01/2022",24,2801,0,1
"04/01/2022",24,2802,25700,2
"04/01/2022",24,2803,20190,1
"04/01/2022",24,2804,21990,2
"04/01/2022",24,2805,31650,1
"04/01/2022",24,2807,19330,1
"04/01/2022",24,2808,21920,1
"04/01/2022",24,2810,35800,1
"04/01/2022",24,2811,30280,1
"04/01/2022",24,2812,33430,1
"04/01/2022",24,2813,34540,2
"04/01/2022",24,2814,27760,2
"04/01/2022",24,2815,20370,1
"04/01/2022",26,1867,3210,1
"04/01/2022",27,2337,680,1
"04/01/2022",27,2340,830,1
"04/01/2022",35,1547,0,1
"04/01/2022",35,1549,1750,1
"04/01/2022",35,1564,0,1
"04/01/2022",35,2741,5080,1
"04/01/2022",36,2263,1670,1
"04/01/2022",36,2524,3600,1
"04/01/2022",36,2525,0,1
"04/01/2022",60,1981,1600,1
"04/01/2022",60,2667,760,1
"04/01/2022",60,2670,4210,1
"04/01/2022",60,2671,3220,1
"04/01/2022",60,2673,0,1
"04/01/2022",72,2616,0,1
"04/01/2022",73,2622,2340,1
"04/01/2022",75,2309,1620,1
"04/01/2022",75,2492,0,1
"04/01/2022",75,2509,1350,1
"04/01/2022",78,2507,760,1
"05/01/2022",1,162,3550,1
"05/01/2022",1,1861,3050,1
"05/01/2022",1,2342,0,1
"05/01/2022",1,2343,760,1
"05/01/2022",1,2344,1190,1
"05/01/2022",4,1825,4080,1
"05/01/2022",8,2359,0,1
"05/01/2022",8,2663,760,1
"05/01/2022",8,2664,0,1
"05/01/2022",24,1904,10360,1
"05/01/2022",24,1905,10480,1
"05/01/2022",24,1906,11960,1
"05/01/2022",24,1910,16090,1
"05/01/2022",24,2657,0,1
"05/01/2022",24,2675,0,1
"05/01/2022",24,2678,25900,1
"05/01/2022",24,2681,24010,1
"05/01/2022",24,2683,34720,1
"05/01/2022",24,2684,0,2
"05/01/2022",24,2685,0,1
"05/01/2022",24,2688,11990,1
"05/01/2022",24,2689,12120,1
"05/01/2022",24,2690,10290,2
"05/01/2022",24,2691,16830,1
"05/01/2022",24,2694,19740,1
"05/01/2022",24,2695,13680,1
"05/01/2022",24,2696,8250,1
"05/01/2022",24,2700,0,1
"05/01/2022",24,2702,0,1
"05/01/2022",24,2705,22230,1
"05/01/2022",24,2707,0,1
"05/01/2022",24,2712,14790,1
"05/01/2022",24,2716,21880,1
"05/01/2022",24,2717,13690,1
"05/01/2022",24,2718,19830,1
"05/01/2022",24,2720,0,5
"05/01/2022",24,2722,0,1
"05/01/2022",24,2723,0,1
"05/01/2022",24,2724,0,1
"05/01/2022",24,2729,17820,2
"05/01/2022",24,2733,24450,2
"05/01/2022",24,2734,20670,2
"05/01/2022",24,2735,15070,1
"05/01/2022",24,2736,16010,1
"05/01/2022",24,2737,0,1
"05/01/2022",24,2738,12220,1
"05/01/2022",24,2748,0,1
"05/01/2022",24,2784,13890,1
"05/01/2022",24,2786,0,1
"05/01/2022",24,2788,13570,1
"05/01/2022",24,2789,11080,1
"05/01/2022",24,2790,10130,1
"05/01/2022",24,2791,26040,2
"05/01/2022",24,2792,0,1
"05/01/2022",24,2793,30630,3
"05/01/2022",24,2796,1080,1
"05/01/2022",24,2798,0,1
"05/01/2022",24,2799,0,1
"05/01/2022",24,2800,13560,2
"05/01/2022",24,2805,21520,1
"05/01/2022",24,2806,32770,1
"05/01/2022",24,2807,11140,1
"05/01/2022",24,2813,0,1
"05/01/2022",24,2815,4900,2
"05/01/2022",27,2319,5700,1
"05/01/2022",27,2320,1620,1
"05/01/2022",27,2321,12540,1
"05/01/2022",27,2322,8540,1
"05/01/2022",35,1565,2300,1
"05/01/2022",35,1567,360,1
"05/01/2022",35,2485,1910,1
"05/01/2022",35,2739,0,1
"05/01/2022",36,2526,930,1
"05/01/2022",36,2529,5200,1
"05/01/2022",60,2408,0,1
"05/01/2022",60,2668,0,1
"05/01/2022",60,2669,3340,1
"05/01/2022",60,2673,2980,1
"05/01/2022",72,2616,0,1
"05/01/2022",73,2622,0,1
"05/01/2022",75,2492,0,1
"05/01/2022",75,2509,2080,1
"05/01/2022",78,2507,820,1
"06/01/2022",1,2345,1630,1
"06/01/2022",2,1501,0,1
"06/01/2022",4,1826,4650,1
"06/01/2022",8,2360,0,1
"06/01/2022",8,2663,2380,1
"06/01/2022",8,2664,1490,1
"06/01/2022",8,2665,530,1
"06/01/2022",8,2666,5410,1
"06/01/2022",24,1904,8390,1
"06/01/2022",24,1907,13640,1
"06/01/2022",24,1908,14020,1
"06/01/2022",24,1909,14460,1
"06/01/2022",24,1911,10420,1
"06/01/2022",24,1912,14080,1
"06/01/2022",24,1913,17880,1
"06/01/2022",24,1914,7780,1
"06/01/2022",24,1915,8620,1
"06/01/2022",24,1916,14030,1
"06/01/2022",24,2655,0,1
"06/01/2022",24,2658,0,1
"06/01/2022",24,2660,0,1
"06/01/2022",24,2677,0,1
"06/01/2022",24,2678,11030,1
"06/01/2022",24,2679,10060,1
"06/01/2022",24,2680,14520,1
"06/01/2022",24,2683,19570,1
"06/01/2022",24,2685,0,1
"06/01/2022",24,2687,0,1
"06/01/2022",24,2692,12210,1
"06/01/2022",24,2693,13900,1
"06/01/2022",24,2697,0,1
"06/01/2022",24,2698,0,1
"06/01/2022",24,2700,8720,2
"06/01/2022",24,2701,6430,1
"06/01/2022",24,2705,0,1
"06/01/2022",24,2715,11160,1
"06/01/2022",24,2719,0,1
"06/01/2022",24,2721,0,2
"06/01/2022",24,2724,8360,1
"06/01/2022",24,2728,0,1
"06/01/2022",24,2729,36380,2
"06/01/2022",24,2747,6550,1
"06/01/2022",24,2783,0,1
"06/01/2022",24,2785,15190,1
"06/01/2022",24,2786,5500,1
"06/01/2022",24,2791,7990,1
"06/01/2022",24,2792,11690,1
"06/01/2022",24,2793,9440,1
"06/01/2022",24,2794,0,1
"06/01/2022",24,2795,15320,2
"06/01/2022",24,2796,0,2
"06/01/2022",24,2797,0,2
"06/01/2022",24,2798,9320,1
"06/01/2022",24,2799,12870,1
"06/01/2022",24,2801,6050,1
"06/01/2022",24,2804,12520,1
"06/01/2022",24,2805,11010,2
"06/01/2022",24,2807,11840,1
"06/01/2022",24,2808,6170,2
"06/01/2022",24,2809,8220,1
"06/01/2022",24,2810,16250,2
"06/01/2022",24,2811,15480,1
"06/01/2022",24,2813,12050,1
"06/01/2022",24,2815,13430,2
"06/01/2022",26,1867,3170,1
"06/01/2022",27,2319,1460,1
"06/01/2022",27,2320,0,1
"06/01/2022",27,2321,410,1
"06/01/2022",27,2322,950,1
"06/01/2022",27,2323,700,1
"06/01/2022",27,2327,610,1
"06/01/2022",35,1547,1670,1
"06/01/2022",35,1549,690,1
"06/01/2022",35,1564,4040,1
"06/01/2022",35,2741,2280,1
"06/01/2022",60,2667,0,1
"06/01/2022",60,2669,2420,1
"06/01/2022",60,2671,3540,1
"06/01/2022",60,2672,3360,2
"06/01/2022",60,2673,940,1
"06/01/2022",73,2622,0,1
"06/01/2022",73,2623,0,1
"06/01/2022",75,2492,0,1
"06/01/2022",75,2509,1640,1
"06/01/2022",78,2507,970,1
"07/01/2022",1,162,3930,1
"07/01/2022",1,1861,4410,1
"07/01/2022",1,2311,6130,1
"07/01/2022",1,2345,1430,1
"07/01/2022",4,1825,5190,1
"07/01/2022",8,2361,0,1
"07/01/2022",8,2663,860,1
"07/01/2022",8,2664,670,1
"07/01/2022",8,2665,910,1
"07/01/2022",24,1905,7900,1
"07/01/2022",24,1906,19380,2
"07/01/2022",24,1910,15900,1
"07/01/2022",24,2655,0,2
"07/01/2022",24,2657,0,1
"07/01/2022",24,2677,0,1
"07/01/2022",24,2678,15970,1
"07/01/2022",24,2679,18350,1
"07/01/2022",24,2680,15630,1
"07/01/2022",24,2681,11870,1
"07/01/2022",24,2682,14350,1
"07/01/2022",24,2683,9810,1
"07/01/2022",24,2684,21230,1
"07/01/2022",24,2686,0,1
"07/01/2022",24,2687,0,2
"07/01/2022",24,2688,13210,1
"07/01/2022",24,2690,7530,1
"07/01/2022",24,2691,8930,1
"07/01/2022",24,2694,10440,1
"07/01/2022",24,2695,9720,1
"07/01/2022",24,2702,0,1
"07/01/2022",24,2705,13540,1
"07/01/2022",24,2706,15790,1
"07/01/2022",24,2710,14700,1
"07/01/2022",24,2711,0,1
"07/01/2022",24,2716,17730,1
"07/01/2022",24,2720,0,2
"07/01/2022",24,2722,0,1
"07/01/2022",24,2724,5610,1
"07/01/2022",24,2725,0,2
"07/01/2022",24,2729,14950,1
"07/01/2022",24,2733,12550,1
"07/01/2022",24,2734,10860,1
"07/01/2022",24,2737,2950,1
"07/01/2022",24,2745,0,1
"07/01/2022",24,2746,0,1
"07/01/2022",24,2783,0,1
"07/01/2022",24,2784,4080,3
"07/01/2022",24,2786,11820,1
"07/01/2022",24,2787,12340,1
"07/01/2022",24,2788,13980,1
"07/01/2022",24,2789,11170,1
"07/01/2022",24,2790,12280,1
"07/01/2022",24,2792,0,1
"07/01/2022",24,2793,0,1
"07/01/2022",24,2794,15260,1
"07/01/2022",24,2796,6510,1
"07/01/2022",24,2798,0,1
"07/01/2022",24,2799,0,2
"07/01/2022",24,2800,14580,2
"07/01/2022",24,2801,20970,1
"07/01/2022",24,2802,18440,1
"07/01/2022",24,2803,19880,1
"07/01/2022",24,2806,16490,1
"07/01/2022",24,2809,22530,1
"07/01/2022",24,2811,3670,1
"07/01/2022",24,2814,0,1
"07/01/2022",27,2319,1190,1
"07/01/2022",27,2320,5330,1
"07/01/2022",27,2321,9280,1
"07/01/2022",27,2322,380,1
"07/01/2022",27,2323,0,1
"07/01/2022",35,1562,6270,1
"07/01/2022",35,1565,2310,1
"07/01/2022",35,2487,2640,1
"07/01/2022",35,2739,1360,1
"07/01/2022",36,2524,480,1
"07/01/2022",36,2525,1110,1
"07/01/2022",36,2528,2780,1
"07/01/2022",60,2399,3990,1
"07/01/2022",60,2667,1690,1
"07/01/2022",60,2671,2890,1
"07/01/2022",60,2673,0,1
"07/01/2022",73,2622,0,1
"07/01/2022",73,2623,0,1
"07/01/2022",75,2492,0,1
"07/01/2022",75,2509,1780,1
"07/01/2022",78,2507,1560,1
"08/01/2022",1,2312,0,1
"08/01/2022",1,2342,1610,1
"08/01/2022",1,2343,0,1
"08/01/2022",4,1826,4300,1
"08/01/2022",8,2362,4440,1
"08/01/2022",8,2663,1220,1
"08/01/2022",8,2664,1070,1
"08/01/2022",24,2655,0,1
"08/01/2022",24,2656,0,1
"08/01/2022",24,2658,0,1
"08/01/2022",24,2659,0,1
"08/01/2022",24,2661,0,1
"08/01/2022",24,2674,0,1
"08/01/2022",24,2675,0,1
"08/01/2022",24,2676,0,1
"08/01/2022",24,2677,11990,1
"08/01/2022",24,2682,12390,1
"08/01/2022",24,2683,3670,1
"08/01/2022",24,2686,0,1
"08/01/2022",24,2687,0,1
"08/01/2022",24,2689,14330,1
"08/01/2022",24,2697,0,1
"08/01/2022",24,2698,0,1
"08/01/2022",24,2699,0,1
"08/01/2022",24,2700,0,1
"08/01/2022",24,2715,0,1
"08/01/2022",24,2718,19590,1
"08/01/2022",24,2726,0,2
"08/01/2022",24,2734,0,1
"08/01/2022",24,2735,20960,1
"08/01/2022",24,2736,20920,1
"08/01/2022",24,2738,19640,1
"08/01/2022",24,2795,0,1
"08/01/2022",24,2801,11750,1
"08/01/2022",24,2804,0,1
"08/01/2022",24,2805,19500,1
"08/01/2022",24,2807,15710,1
"08/01/2022",24,2808,18450,1
"08/01/2022",24,2811,17640,1
"08/01/2022",24,2812,36980,2
"08/01/2022",24,2813,17730,2
"08/01/2022",24,2815,5140,2
"08/01/2022",26,1867,3130,1
"08/01/2022",27,2319,11290,1
"08/01/2022",27,2320,4670,1
"08/01/2022",27,2321,7300,1
"08/01/2022",27,2322,700,1
"08/01/2022",35,1549,850,1
"08/01/2022",35,1553,6640,1
"08/01/2022",35,1561,0,1
"08/01/2022",35,1564,5090,1
"08/01/2022",35,2488,0,1
"08/01/2022",35,2741,5430,1
"08/01/2022",36,2526,1790,1
"08/01/2022",36,2529,1290,1
"08/01/2022",73,2622,0,1
"08/01/2022",75,2492,0,1
"08/01/2022",75,2509,1440,1
"09/01/2022",2,2522,1040,1
"09/01/2022",24,1904,17880,1
"09/01/2022",24,1905,8850,1
"09/01/2022",24,1906,12390,1
"09/01/2022",24,1907,15690,1
"09/01/2022",24,1908,17540,1
"09/01/2022",24,1909,17690,1
"09/01/2022",24,1910,13460,1
"09/01/2022",24,1911,17000,1
"09/01/2022",24,1912,9080,2
"09/01/2022",24,1913,11410,2
"09/01/2022",24,1914,16480,1
"09/01/2022",24,1915,12780,1
"09/01/2022",24,2657,0,1
"09/01/2022",24,2658,4150,1
"09/01/2022",24,2660,0,1
"09/01/2022",24,2678,13870,1
"09/01/2022",24,2679,8100,1
"09/01/2022",24,2685,0,1
"09/01/2022",24,2690,8540,1
"09/01/2022",24,2693,8990,1
"09/01/2022",24,2719,7750,1
"09/01/2022",24,2721,0,1
"09/01/2022",24,2747,0,1
"09/01/2022",24,2783,13790,1
"09/01/2022",24,2785,19300,1
"09/01/2022",24,2786,5770,1
"09/01/2022",24,2791,13790,1
"09/01/2022",24,2792,15610,1
"09/01/2022",24,2793,14070,1
"09/01/2022",24,2795,3100,3
"09/01/2022",24,2797,5700,1
"09/01/2022",24,2798,9920,1
"09/01/2022",24,2799,18160,1
"09/01/2022",24,2804,18650,1
"09/01/2022",24,2809,12700,1
"09/01/2022",60,2673,0,1
"10/01/2022",1,162,5520,1
"10/01/2022",1,1861,3640,1
"10/01/2022",1,2342,1370,1
"10/01/2022",1,2344,1400,1
"10/01/2022",2,2522,0,1
"10/01/2022",4,1825,7330,1
"10/01/2022",8,2663,7160,1
"10/01/2022",24,1916,7000,2
"10/01/2022",24,2656,0,1
"10/01/2022",24,2659,0,1
"10/01/2022",24,2677,18560,1
"10/01/2022",24,2680,25910,1
"10/01/2022",24,2682,16210,1
"10/01/2022",24,2684,20750,1
"10/01/2022",24,2685,0,1
"10/01/2022",24,2687,0,1
"10/01/2022",24,2688,11740,1
"10/01/2022",24,2689,10580,1
"10/01/2022",24,2690,12010,1
"10/01/2022",24,2691,9020,1
"10/01/2022",24,2694,0,1
"10/01/2022",24,2695,14390,1
"10/01/2022",24,2696,8980,1
"10/01/2022",24,2698,0,2
"10/01/2022",24,2705,34040,2
"10/01/2022",24,2706,20810,1
"10/01/2022",24,2707,10540,1
"10/01/2022",24,2710,5120,1
"10/01/2022",24,2711,0,1
"10/01/2022",24,2712,25420,1
"10/01/2022",24,2716,9510,1
"10/01/2022",24,2718,15490,1
"10/01/2022",24,2720,0,4
"10/01/2022",24,2722,0,1
"10/01/2022",24,2723,0,1
"10/01/2022",24,2724,5220,1
"10/01/2022",24,2725,0,1
"10/01/2022",24,2728,0,1
"10/01/2022",24,2729,23140,3
"10/01/2022",24,2733,10720,1
"10/01/2022",24,2737,0,1
"10/01/2022",24,2747,0,1
"10/01/2022",24,2784,17720,1
"10/01/2022",24,2786,17100,1
"10/01/2022",24,2787,18460,1
"10/01/2022",24,2788,20280,1
"10/01/2022",24,2789,16110,1
"10/01/2022",24,2790,16740,1
"10/01/2022",24,2792,0,1
"10/01/2022",24,2793,0,1
"10/01/2022",24,2794,21240,1
"10/01/2022",24,2796,10640,1
"10/01/2022",24,2798,0,1
"10/01/2022",24,2799,0,1
"10/01/2022",24,2800,16830,2
"10/01/2022",24,2802,22200,1
"10/01/2022",24,2803,13450,1
"10/01/2022",24,2806,30300,1
"10/01/2022",24,2809,11120,1
"10/01/2022",24,2810,20150,1
"10/01/2022",24,2814,0,1
"10/01/2022",27,2319,0,1
"10/01/2022",27,2320,330,1
"10/01/2022",27,2321,2350,1
"10/01/2022",27,2322,6390,1
"10/01/2022",27,2323,0,1
"10/01/2022",27,2561,0,1
"10/01/2022",35,1562,590,1
"10/01/2022",35,1565,2180,1
"10/01/2022",35,1567,950,1
"10/01/2022",35,2739,5880,1
"10/01/2022",35,2740,1060,1
"10/01/2022",36,2523,970,1
"10/01/2022",36,2527,1460,1
"10/01/2022",60,2408,0,1
"10/01/2022",60,2667,2180,1
"10/01/2022",60,2672,4950,1
"10/01/2022",72,2616,0,1
"10/01/2022",75,2492,0,1
"10/01/2022",75,2509,1460,1
"10/01/2022",78,2565,0,1
"11/01/2022",1,2312,2180,1
"11/01/2022",4,1826,5460,1
"11/01/2022",8,2663,760,1
"11/01/2022",8,2664,840,1
"11/01/2022",8,2665,370,1
"11/01/2022",8,2666,310,1
"11/01/2022",24,1904,10090,1
"11/01/2022",24,1905,10700,1
"11/01/2022",24,1906,13340,1
"11/01/2022",24,1907,14020,1
"11/01/2022",24,1908,16090,1
"11/01/2022",24,1909,14260,1
"11/01/2022",24,1910,17440,1
"11/01/2022",24,1911,10630,1
"11/01/2022",24,1912,12040,1
"11/01/2022",24,1913,0,2
"11/01/2022",24,1914,19130,1
"11/01/2022",24,1915,0,1
"11/01/2022",24,1916,0,1
"11/01/2022",24,2655,6380,1
"11/01/2022",24,2657,0,1
"11/01/2022",24,2660,0,1
"11/01/2022",24,2676,0,1
"11/01/2022",24,2682,2190,1
"11/01/2022",24,2686,18680,2
"11/01/2022",24,2694,6180,1
"11/01/2022",24,2697,17260,2
"11/01/2022",24,2699,17180,2
"11/01/2022",24,2700,11360,2
"11/01/2022",24,2705,21720,1
"11/01/2022",24,2715,22860,1
"11/01/2022",24,2717,0,1
"11/01/2022",24,2719,14420,1
"11/01/2022",24,2721,15190,1
"11/01/2022",24,2734,28970,2
"11/01/2022",24,2735,8290,1
"11/01/2022",24,2736,21410,1
"11/01/2022",24,2738,23150,1
"11/01/2022",24,2747,0,2
"11/01/2022",24,2783,11500,1
"11/01/2022",24,2785,13560,1
"11/01/2022",24,2786,0,1
"11/01/2022",24,2791,14080,1
"11/01/2022",24,2792,14150,1
"11/01/2022",24,2793,7970,1
"11/01/2022",24,2794,0,1
"11/01/2022",24,2795,12580,2
"11/01/2022",24,2796,0,1
"11/01/2022",24,2797,10120,2
"11/01/2022",24,2798,12290,1
"11/01/2022",24,2799,6330,2
"11/01/2022",24,2801,16130,1
"11/01/2022",24,2804,14770,2
"11/01/2022",24,2805,1010,1
"11/01/2022",24,2808,22990,1
"11/01/2022",24,2809,9180,1
"11/01/2022",24,2811,15180,1
"11/01/2022",24,2812,21610,1
"11/01/2022",24,2813,22470,1
"11/01/2022",24,2815,22620,3
"11/01/2022",26,1867,3280,1
"11/01/2022",27,2319,730,1
"11/01/2022",27,2320,430,1
"11/01/2022",35,1549,1130,1
"11/01/2022",35,1564,4390,1
"11/01/2022",35,2484,3560,1
"11/01/2022",35,2741,6300,1
"11/01/2022",36,2263,910,1
"11/01/2022",36,2524,2400,1
"11/01/2022",36,2525,0,1
"11/01/2022",36,2528,690,1
"11/01/2022",75,2492,0,1
"11/01/2022",75,2509,1760,1
"11/01/2022",75,2512,7460,1
"12/01/2022",1,162,3370,1
"12/01/2022",1,1861,4680,1
"12/01/2022",1,2342,1230,1
"12/01/2022",1,2343,0,1
"12/01/2022",2,2522,0,1
"12/01/2022",4,1825,4820,1
"12/01/2022",8,2663,910,1
"12/01/2022",8,2664,730,1
"12/01/2022",8,2665,710,1
"12/01/2022",8,2666,650,1
"12/01/2022",24,1905,19000,1
"12/01/2022",24,1915,9140,1
"12/01/2022",24,2655,14940,1
"12/01/2022",24,2658,0,1
"12/01/2022",24,2660,14180,1
"12/01/2022",24,2674,18170,1
"12/01/2022",24,2675,3680,1
"12/01/2022",24,2677,10260,1
"12/01/2022",24,2678,0,1
"12/01/2022",24,2680,12260,2
"12/01/2022",24,2682,9000,1
"12/01/2022",24,2683,26080,1
"12/01/2022",24,2684,6730,1
"12/01/2022",24,2687,10550,1
"12/01/2022",24,2688,10250,2
"12/01/2022",24,2689,9990,1
"12/01/2022",24,2690,10900,1
"12/01/2022",24,2691,3390,1
"12/01/2022",24,2693,8550,1
"12/01/2022",24,2694,12480,1
"12/01/2022",24,2695,7750,1
"12/01/2022",24,2696,5630,1
"12/01/2022",24,2705,9900,1
"12/01/2022",24,2706,8450,1
"12/01/2022",24,2707,11140,2
"12/01/2022",24,2710,10310,1
"12/01/2022",24,2711,10770,1
"12/01/2022",24,2718,9980,2
"12/01/2022",24,2720,11970,5
"12/01/2022",24,2722,12100,1
"12/01/2022",24,2723,13800,1
"12/01/2022",24,2724,13410,1
"12/01/2022",24,2728,10720,1
"12/01/2022",24,2729,18980,1
"12/01/2022",24,2733,17330,1
"12/01/2022",24,2734,15100,1
"12/01/2022",24,2737,13740,1
"12/01/2022",24,2744,0,1
"12/01/2022",24,2746,0,1
"12/01/2022",24,2786,15870,1
"12/01/2022",24,2787,9080,2
"12/01/2022",24,2788,7200,2
"12/01/2022",24,2789,10900,1
"12/01/2022",24,2790,11640,1
"12/01/2022",24,2792,16300,1
"12/01/2022",24,2793,9960,1
"12/01/2022",24,2794,13140,1
"12/01/2022",24,2795,0,1
"12/01/2022",24,2796,4420,1
"12/01/2022",24,2798,11530,1
"12/01/2022",24,2799,28060,2
"12/01/2022",24,2800,23300,2
"12/01/2022",24,2802,15830,1
"12/01/2022",24,2803,26790,1
"12/01/2022",24,2806,11460,1
