_id,GID,COD_CIRCUITO,TURNO_HORARIO,X,Y
1186,12927,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574423.7396770009,6142803.415850003
1187,12928,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574696.5061427463,6142847.942877551
1188,12931,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574684.9489527073,6142979.641488153
1189,12934,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574729.5505161961,6142981.9636521395
1190,12935,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574578.2094838913,6143135.226475329
1191,12937,D_DU_RM_CL_06       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,578224.243167412,6141492.94019985
1192,12941,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574511.1542523053,6142368.3612569375
1193,12943,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574542.4962032522,6143154.604533433
1194,12945,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574313.385023911,6143102.209600081
1195,12954,G_DU_RM_CL_06       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",572140.9525251706,6147389.3978809435
1196,12956,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574373.9204353053,6143179.072682171
1197,12958,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574538.8996399704,6142864.626782398
1198,12960,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,573741.3165724014,6142959.350100421
1199,12961,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574376.1050695918,6142399.680806766
1200,12962,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574333.7344694019,6142530.057723512
1201,12963,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574508.8627480936,6143053.370194763
1202,12964,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574741.8554589126,6142856.456747731
1203,12965,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574416.4583130295,6142488.977222089
1204,12978,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,573976.1170536285,6143369.14553579
1205,12980,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574712.4179135748,6142816.606859248
1206,12984,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574488.3408746499,6142704.309261374
1207,12987,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574015.3935584835,6142466.378132198
1208,12997,C_DU_RM_CL_05       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",574777.7618564379,6142390.133139253
1209,13008,C_DU_RM_CL_05       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",575398.9972718747,6142213.421140071
1210,13022,C_DU_RM_CL_05       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",575450.6404783359,6141610.459389558
1211,13023,C_DU_RM_CL_05       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",575350.8322859085,6141821.967883342
1212,13024,C_DU_RM_CL_05       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",575493.0716612618,6141932.075460893
1213,13025,C_DU_RM_CL_05       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",574698.6723159704,6142062.177387518
1214,13026,C_DU_RM_CL_05       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",574845.5621698851,6142460.118181926
1215,13032,D_DU_RM_CL_06       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,578796.479807945,6141218.57866359
1216,13036,D_DU_RM_CL_06       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,578344.999967525,6141903.00004023
1217,13038,D_DU_RM_CL_06       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,578095.000095292,6142175.99997648
1218,13039,D_DU_RM_CL_06       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,578498.194431668,6141976.0807763
1219,13070,D_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",577691.000094916,6140162.00010261
1220,13088,C_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,574100.6923813381,6143093.854074093
1221,13090,D_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,575648.7715347275,6142291.220176065
1222,13091,D_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",577258.9476954805,6139939.352910321
1223,13118,C_DU_RM_CL_05       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",575802.1981019005,6141824.14097673
1224,13132,C_DU_RM_CL_06       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",574977.8131212414,6141711.979455352
1225,13166,D_DU_RM_CL_04       ,MARTES JUEVES Y SABADOS CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                      ,576079.1327026357,6141717.724185193
1226,13321,C_DU_RM_CL_06       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",574151.5829999947,6141280.076227534
1227,13324,C_DU_RM_CL_06       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",573814.0828718067,6140920.0896700425
1228,13326,C_DU_RM_CL_06       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",573728.0750424044,6140912.439935216
1229,13333,C_DU_RM_CL_06       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",573448.9630960266,6141035.869440393
1230,13335,C_DU_RM_CL_06       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",573448.5495968467,6140994.106023231
1231,13337,C_DU_RM_CL_06       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",573847.000091336,6141370.00010373
1232,13344,C_DU_RM_CL_06       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",573990.6470215891,6140970.743319576
1233,13348,C_DU_RM_CL_06       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",574064.4566251868,6141051.168910049
1234,13355,C_DU_RM_CL_06       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",574220.1390663888,6141337.72384166
1235,13358,C_DU_RM_CL_06       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",573642.2739625918,6140906.650946697
1236,13361,C_DU_RM_CL_06       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",574353.9060510603,6140963.300334339
1237,13364,C_DU_RM_CL_06       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",573871.3525082115,6141109.058795217
1238,13372,C_DU_RM_CL_06       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",573984.8580330715,6141017.675476485
1239,13373,C_DU_RM_CL_06       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",574175.894654148,6141099.548314088
1240,13404,C_DU_RM_CL_06       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",574783.7787639804,6141571.886138119
1241,13406,C_DU_RM_CL_06       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",574608.7873507267,6141912.955446417
1242,13594,G_DU_RM_CL_02       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",571958.7589285766,6144336.6722644875
1243,13597,G_DU_RM_CL_02       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",573127.2113753359,6143963.916751245
1244,13600,G_DU_RM_CL_02       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",573231.4303561861,6143495.513569107
1245,13602,G_DU_RM_CL_02       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",573367.5974827526,6143743.036544765
1246,13603,G_DU_RM_CL_02       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",572696.4474627933,6143903.155397731
1247,13604,G_DU_RM_CL_02       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",573461.3272933316,6143666.824828348
1248,13605,G_DU_RM_CL_02       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",573220.762153683,6143984.32559734
1249,13606,G_DU_RM_CL_02       ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",573543.9282267041,6143726.277053435
1250,12872,G_DU_RM_CL_06       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",571541.9576505888,6148174.25684312
1251,13656,G_DU_RM_CL_06       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",571949.999897569,6147263.00004522
1252,13640,G_DU_RM_CL_06       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",571592.6810534177,6147783.559287696
1253,12874,G_DU_RM_CL_06       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",571591.3571225583,6147260.0497058
1254,7038,CH_DU_RM_CL_11      ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",578823.157888983,6138481.536694209
1255,8319,CH_DU_RM_CL_11      ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",578210.8366199264,6138377.536965664
1256,13902,CH_DU_RM_CL_11      ,"DOMINGOS, MARTES Y JUEVES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                    ",578395.1410664383,6138436.869194825
1257,10909,B_DU_RM_CL_01       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",574404.1335489574,6138551.33827685
1258,10910,B_DU_RM_CL_01       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",574581.6719788073,6138507.589378512
1259,10921,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570525.2971747272,6148621.344909428
1260,10922,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570610.1414180656,6148599.354030181
1261,10923,B_DU_RM_CL_01       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",574583.5904402207,6138504.818267582
1262,10927,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",571138.733367766,6147700.631788443
1263,10928,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570993.7465979744,6147760.293909348
1264,10931,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",571115.249925548,6148039.8484245455
1265,10937,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570905.2247055585,6147991.095668009
1266,10938,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570842.8727126216,6148254.829600063
1267,10939,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570722.1406545641,6147943.969871083
1268,10941,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",569952.2866048283,6148613.70268898
1269,10942,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570627.1414594699,6148465.693154186
1270,10947,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",571159.4455082084,6147927.150558139
1271,10948,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570121.3512367746,6148571.904422041
1272,10949,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570629.1302739431,6147967.287599559
1273,10954,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570776.5921098856,6148010.796657163
1274,10957,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570511.7026560656,6148288.733896496
1275,10958,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570898.3883687448,6147913.857781891
1276,10961,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570418.6180158241,6148518.720806273
1277,10973,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570159.5487702477,6149134.168636332
1278,10974,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",569955.2774009687,6148954.403730987
1279,10980,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570571.4347821303,6148911.314579652
1280,10982,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570295.6793711669,6148833.14414464
1281,10983,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570569.4260320361,6148903.279579277
1282,10985,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570382.9817609148,6148808.531530614
1283,10990,G_DU_RM_CL_06       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570655.6777697244,6148999.689152115
1284,10993,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570074.9627430562,6148928.668113952
1285,10995,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",569920.2774240777,6148961.263541612
1286,10996,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570291.6937445085,6149237.4669023175
1287,10998,G_DU_RM_CL_06       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570868.1360610741,6148613.662207012
1288,10999,G_DU_RM_CL_06       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570941.0023142739,6148942.551000115
1289,11003,G_DU_RM_CL_06       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570650.2905581122,6149003.056159373
1290,11004,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570396.0562979784,6149166.843475719
1291,11008,G_DU_RM_CL_07       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Matutino (06 a 14 hrs.)                                                                                                                                                                                                                                   ",570545.6717895786,6148801.25078396
1292,11056,C_DU_RM_CL_08       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",574348.99995889,6139943.99994241
1293,11061,C_DU_RM_CL_08       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",573237.999893855,6139954.00007041
1294,11062,C_DU_RM_CL_08       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",573302.5066476981,6139923.626988799
1295,11063,C_DU_RM_CL_08       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",573669.999894258,6140200.99987864
1296,11065,C_DU_RM_CL_08       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",573729.740159836,6140323.597491996
1297,11072,C_DU_RM_CL_08       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",574095.046582654,6140336.65191077
1298,11075,C_DU_RM_CL_12       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",575993.2619248946,6140456.588670983
1299,11077,C_DU_RM_CL_12       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",575396.2115387985,6140184.489814192
1300,11079,C_DU_RM_CL_12       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",576006.9976409787,6140284.584703899
1301,11087,C_DU_RM_CL_08       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",574371.000086911,6140251.99994269
1302,11088,C_DU_RM_CL_08       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",574355.9728462013,6140151.186177285
1303,11089,C_DU_RM_CL_10       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",575021.9370342838,6139643.506973686
1304,11091,C_DU_RM_CL_10       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",574901.8615976586,6140425.111966936
1305,11092,C_DU_RM_CL_10       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",575104.5557126796,6140523.061538388
1306,11093,C_DU_RM_CL_10       ,"LUNES, MIERCOLES Y VIERNES CON FERIADOS LABORABLES: Nocturno (22 a 06 hrs.)                                                                                                                                                                                                                                   ",575136.5485358775,6140570.445503558
